StudentCourseGradeID,StudentCourseID,GradeTypeID,CreditAttempted,CreditGiven,NumericGrade,AlphaGrade,AlphaNumericGrade
64641,127326,5,,,90.00,A,4.00
64642,127326,8,,,93.00,A,4.00
64643,127326,10,,,95.00,A,4.00
64644,127326,11,,,96.00,A,4.00
64645,127327,3,,,98.00,A,4.00
64646,127327,4,,,95.00,A,4.00
64647,127327,5,,,98.00,A,4.00
64648,127327,8,,,100.00,A,4.00
64649,127327,10,,,100.00,A,4.00
64650,127327,11,,,100.00,A,4.00
64651,127328,3,,,99.00,A,4.00
64652,127328,4,,,96.00,A,4.00
64653,127328,5,,,99.00,A,4.00
64654,127328,8,,,100.00,A,4.00
64655,127328,10,,,100.00,A,4.00
64656,127328,11,,,100.00,A,4.00
64657,127329,3,,,100.00,A,4.00
64658,127329,4,,,97.00,A,4.00
64659,127329,5,,,100.00,A,4.00
64660,127329,8,,,100.00,A,4.00
64661,127329,10,,,100.00,A,4.00
64662,127329,11,,,100.00,A,4.00
64663,127330,3,,,0.00,F,0.00
64664,127330,4,,,0.00,F,0.00
64665,127330,5,,,0.00,F,0.00
64666,127330,8,,,3.00,F,0.00
64667,127330,10,,,5.00,F,0.00
64668,127330,11,,,6.00,F,0.00
64669,127331,3,,,0.00,F,0.00
64670,127331,4,,,0.00,F,0.00
64671,127331,5,,,0.00,F,0.00
64672,127331,8,,,3.00,F,0.00
64673,127331,10,,,5.00,F,0.00
64674,127331,11,,,6.00,F,0.00
64675,127332,3,,,0.00,F,0.00
64676,127332,4,,,0.00,F,0.00
64677,127332,5,,,0.00,F,0.00
64678,127332,8,,,3.00,F,0.00
64679,127332,10,,,5.00,F,0.00
64680,127332,11,,,6.00,F,0.00
64681,127333,3,,,0.00,F,0.00
64682,127333,4,,,0.00,F,0.00
64683,127333,5,,,0.00,F,0.00
64684,127333,8,,,3.00,F,0.00
64685,127333,10,,,5.00,F,0.00
64686,127333,11,,,6.00,F,0.00
64687,127334,3,,,0.00,F,0.00
64688,127334,4,,,0.00,F,0.00
64689,127334,5,,,0.00,F,0.00
64690,127334,8,,,3.00,F,0.00
64691,127334,10,,,5.00,F,0.00
64692,127334,11,,,6.00,F,0.00
64693,127335,3,,,0.00,F,0.00
64694,127335,4,,,0.00,F,0.00
64695,127335,5,,,0.00,F,0.00
64696,127335,8,,,3.00,F,0.00
64697,127335,10,,,5.00,F,0.00
64698,127335,11,,,6.00,F,0.00
64699,127336,3,,,88.00,B,3.00
64700,127336,4,,,85.00,B,3.00
64701,127336,5,,,88.00,B,3.00
64702,127336,8,,,91.00,A,4.00
64703,127336,10,,,93.00,A,4.00
64704,127336,11,,,94.00,A,4.00
64705,127337,3,,,93.00,A,4.00
64706,127337,4,,,90.00,A,4.00
64707,127337,5,,,93.00,A,4.00
64708,127337,8,,,96.00,A,4.00
64709,127337,10,,,98.00,A,4.00
64710,127337,11,,,99.00,A,4.00
64711,127338,3,,,95.00,A,4.00
64712,127338,4,,,92.00,A,4.00
64713,127338,5,,,95.00,A,4.00
64714,127338,8,,,98.00,A,4.00
64715,127338,10,,,100.00,A,4.00
64716,127338,11,,,100.00,A,4.00
64717,127339,3,,,0.00,F,0.00
64718,127339,4,,,0.00,F,0.00
64719,127339,5,,,0.00,F,0.00
64720,127339,8,,,3.00,F,0.00
64721,127339,10,,,5.00,F,0.00
64722,127339,11,,,6.00,F,0.00
64723,127340,3,,,92.00,A,4.00
64724,127340,4,,,89.00,B,3.00
64725,127340,5,,,92.00,A,4.00
64726,127340,8,,,95.00,A,4.00
64727,127340,10,,,97.00,A,4.00
64728,127340,11,,,98.00,A,4.00
64729,127341,3,,,88.00,B,3.00
64730,127341,4,,,85.00,B,3.00
64731,127341,5,,,88.00,B,3.00
64732,127341,8,,,91.00,A,4.00
64733,127341,10,,,93.00,A,4.00
64734,127341,11,,,94.00,A,4.00
64735,127342,3,,,97.00,A,4.00
64736,127342,4,,,94.00,A,4.00
64737,127342,5,,,97.00,A,4.00
64738,127342,8,,,100.00,A,4.00
64739,127342,10,,,100.00,A,4.00
64740,127342,11,,,100.00,A,4.00
64741,127343,3,,,94.00,A,4.00
64742,127343,4,,,91.00,A,4.00
64743,127343,5,,,94.00,A,4.00
64744,127343,8,,,97.00,A,4.00
64745,127343,10,,,99.00,A,4.00
64746,127343,11,,,100.00,A,4.00
64747,127344,3,,,0.00,F,0.00
64748,127344,4,,,0.00,F,0.00
64749,127344,5,,,0.00,F,0.00
64750,127344,8,,,3.00,F,0.00
64751,127344,10,,,5.00,F,0.00
64752,127344,11,,,6.00,F,0.00
64753,127345,3,,,0.00,F,0.00
64754,127345,4,,,0.00,F,0.00
64755,127345,5,,,0.00,F,0.00
64756,127345,8,,,3.00,F,0.00
64757,127345,10,,,5.00,F,0.00
64758,127345,11,,,6.00,F,0.00
64759,127346,3,,,89.00,B,3.00
64760,127346,4,,,86.00,B,3.00
64761,127346,5,,,89.00,B,3.00
64762,127346,8,,,92.00,A,4.00
64763,127346,10,,,94.00,A,4.00
64764,127346,11,,,95.00,A,4.00
64765,127347,3,,,89.00,B,3.00
64766,127347,4,,,86.00,B,3.00
64767,127347,5,,,89.00,B,3.00
64768,127347,8,,,92.00,A,4.00
64769,127347,10,,,94.00,A,4.00
64770,127347,11,,,95.00,A,4.00
64771,127348,3,,,89.00,B,3.00
64772,127348,4,,,86.00,B,3.00
64773,127348,5,,,89.00,B,3.00
64774,127348,8,,,92.00,A,4.00
64775,127348,10,,,94.00,A,4.00
64776,127348,11,,,95.00,A,4.00
64777,127349,3,,,92.00,A,4.00
64778,127349,4,,,89.00,B,3.00
64779,127349,5,,,92.00,A,4.00
64780,127349,8,,,95.00,A,4.00
64781,127349,10,,,97.00,A,4.00
64782,127349,11,,,98.00,A,4.00
64783,127350,3,,,0.00,F,0.00
64784,127350,4,,,0.00,F,0.00
64785,127350,5,,,0.00,F,0.00
64786,127350,8,,,3.00,F,0.00
64787,127350,10,,,5.00,F,0.00
64788,127350,11,,,6.00,F,0.00
64789,127351,3,,,0.00,F,0.00
64790,127351,4,,,0.00,F,0.00
64791,127351,5,,,0.00,F,0.00
64792,127351,8,,,3.00,F,0.00
64793,127351,10,,,5.00,F,0.00
64794,127351,11,,,6.00,F,0.00
64795,127352,3,,,0.00,F,0.00
64796,127352,4,,,0.00,F,0.00
64797,127352,5,,,0.00,F,0.00
64798,127352,8,,,3.00,F,0.00
64799,127352,10,,,5.00,F,0.00
64800,127352,11,,,6.00,F,0.00
64801,127353,3,,,93.00,A,4.00
64802,127353,4,,,90.00,A,4.00
64803,127353,5,,,93.00,A,4.00
64804,127353,8,,,96.00,A,4.00
64805,127353,10,,,98.00,A,4.00
64806,127353,11,,,99.00,A,4.00
64807,127354,3,,,99.00,A,4.00
64808,127354,4,,,96.00,A,4.00
64809,127354,5,,,99.00,A,4.00
64810,127354,8,,,100.00,A,4.00
64811,127354,10,,,100.00,A,4.00
64812,127354,11,,,100.00,A,4.00
64813,127355,3,,,90.00,A,4.00
64814,127355,4,,,87.00,B,3.00
64815,127355,5,,,90.00,A,4.00
64816,127355,8,,,93.00,A,4.00
64817,127355,10,,,95.00,A,4.00
64818,127355,11,,,96.00,A,4.00
64819,127356,3,,,91.00,A,4.00
64820,127356,4,,,88.00,B,3.00
64821,127356,5,,,91.00,A,4.00
64822,127356,8,,,94.00,A,4.00
64823,127356,10,,,96.00,A,4.00
64824,127356,11,,,97.00,A,4.00
64825,127357,3,,,0.00,F,0.00
64826,127357,4,,,0.00,F,0.00
64827,127357,5,,,0.00,F,0.00
64828,127357,8,,,3.00,F,0.00
64829,127357,10,,,5.00,F,0.00
64830,127357,11,,,6.00,F,0.00
64831,127358,3,,,0.00,F,0.00
64832,127358,4,,,0.00,F,0.00
64833,127358,5,,,0.00,F,0.00
64834,127358,8,,,3.00,F,0.00
64835,127358,10,,,5.00,F,0.00
64836,127358,11,,,6.00,F,0.00
64837,127359,3,,,0.00,F,0.00
64838,127359,4,,,0.00,F,0.00
64839,127359,5,,,0.00,F,0.00
64840,127359,8,,,3.00,F,0.00
64841,127359,10,,,5.00,F,0.00
64842,127359,11,,,6.00,F,0.00
64843,127360,3,,,0.00,F,0.00
64844,127360,4,,,0.00,F,0.00
64845,127360,5,,,0.00,F,0.00
64846,127360,8,,,3.00,F,0.00
64847,127360,10,,,5.00,F,0.00
64848,127360,11,,,6.00,F,0.00
64849,127361,3,,,0.00,F,0.00
64850,127361,4,,,0.00,F,0.00
64851,127361,5,,,0.00,F,0.00
64852,127361,8,,,3.00,F,0.00
64853,127361,10,,,5.00,F,0.00
64854,127361,11,,,6.00,F,0.00
64855,127362,3,,,0.00,F,0.00
64856,127362,4,,,0.00,F,0.00
64857,127362,5,,,0.00,F,0.00
64858,127362,8,,,3.00,F,0.00
64859,127362,10,,,5.00,F,0.00
64860,127362,11,,,6.00,F,0.00
64861,127363,3,,,95.00,A,4.00
64862,127363,4,,,92.00,A,4.00
64863,127363,5,,,95.00,A,4.00
64864,127363,8,,,98.00,A,4.00
64865,127363,10,,,100.00,A,4.00
64866,127363,11,,,100.00,A,4.00
64867,127364,3,,,95.00,A,4.00
64868,127364,4,,,92.00,A,4.00
64869,127364,5,,,95.00,A,4.00
64870,127364,8,,,98.00,A,4.00
64871,127364,10,,,100.00,A,4.00
64872,127364,11,,,100.00,A,4.00
64873,127365,3,,,94.00,A,4.00
64874,127365,4,,,91.00,A,4.00
64875,127365,5,,,94.00,A,4.00
64876,127365,8,,,97.00,A,4.00
64877,127365,10,,,99.00,A,4.00
64878,127365,11,,,100.00,A,4.00
64879,127366,3,,,92.00,A,4.00
64880,127366,4,,,89.00,B,3.00
64881,127366,5,,,92.00,A,4.00
64882,127366,8,,,95.00,A,4.00
64883,127366,10,,,97.00,A,4.00
64884,127366,11,,,98.00,A,4.00
64885,127367,3,,,91.00,A,4.00
64886,127367,4,,,88.00,B,3.00
64887,127367,5,,,91.00,A,4.00
64888,127367,8,,,94.00,A,4.00
64889,127367,10,,,96.00,A,4.00
64890,127367,11,,,97.00,A,4.00
64891,127368,3,,,92.00,A,4.00
64892,127368,4,,,89.00,B,3.00
64893,127368,5,,,92.00,A,4.00
64894,127368,8,,,95.00,A,4.00
64895,127368,10,,,97.00,A,4.00
64896,127368,11,,,98.00,A,4.00
64897,127369,3,,,95.00,A,4.00
64898,127369,4,,,92.00,A,4.00
64899,127369,5,,,95.00,A,4.00
64900,127369,8,,,98.00,A,4.00
64901,127369,10,,,100.00,A,4.00
64902,127369,11,,,100.00,A,4.00
64903,127370,3,,,0.00,F,0.00
64904,127370,4,,,0.00,F,0.00
64905,127370,5,,,0.00,F,0.00
64906,127370,8,,,3.00,F,0.00
64907,127370,10,,,5.00,F,0.00
64908,127370,11,,,6.00,F,0.00
64909,127371,3,,,0.00,F,0.00
64910,127371,4,,,0.00,F,0.00
64911,127371,5,,,0.00,F,0.00
64912,127371,8,,,3.00,F,0.00
64913,127371,10,,,5.00,F,0.00
64914,127371,11,,,6.00,F,0.00
64915,127372,3,,,0.00,F,0.00
64916,127372,4,,,0.00,F,0.00
64917,127372,5,,,0.00,F,0.00
64918,127372,8,,,3.00,F,0.00
64919,127372,10,,,5.00,F,0.00
64920,127372,11,,,6.00,F,0.00
64921,127373,3,,,0.00,F,0.00
64922,127373,4,,,0.00,F,0.00
64923,127373,5,,,0.00,F,0.00
64924,127373,8,,,3.00,F,0.00
64925,127373,10,,,5.00,F,0.00
64926,127373,11,,,6.00,F,0.00
64927,127374,3,,,0.00,F,0.00
64928,127374,4,,,0.00,F,0.00
64929,127374,5,,,0.00,F,0.00
64930,127374,8,,,3.00,F,0.00
64931,127374,10,,,5.00,F,0.00
64932,127374,11,,,6.00,F,0.00
64933,127375,3,,,0.00,F,0.00
64934,127375,4,,,0.00,F,0.00
64935,127375,5,,,0.00,F,0.00
64936,127375,8,,,3.00,F,0.00
64937,127375,10,,,5.00,F,0.00
64938,127375,11,,,6.00,F,0.00
64939,127376,3,,,89.00,B,3.00
64940,127376,4,,,86.00,B,3.00
64941,127376,5,,,89.00,B,3.00
64942,127376,8,,,92.00,A,4.00
64943,127376,10,,,94.00,A,4.00
64944,127376,11,,,95.00,A,4.00
64945,127377,3,,,84.00,B,3.00
64946,127377,4,,,81.00,B,3.00
64947,127377,5,,,84.00,B,3.00
64948,127377,8,,,87.00,B,3.00
64949,127377,10,,,89.00,B,3.00
64950,127377,11,,,90.00,A,4.00
64951,127378,3,,,96.00,A,4.00
64952,127378,4,,,93.00,A,4.00
64953,127378,5,,,96.00,A,4.00
64954,127378,8,,,99.00,A,4.00
64955,127378,10,,,100.00,A,4.00
64956,127378,11,,,100.00,A,4.00
64957,127379,3,,,93.00,A,4.00
64958,127379,4,,,90.00,A,4.00
64959,127379,5,,,93.00,A,4.00
64960,127379,8,,,96.00,A,4.00
64961,127379,10,,,98.00,A,4.00
64962,127379,11,,,99.00,A,4.00
64963,127380,3,,,90.00,A,4.00
64964,127380,4,,,87.00,B,3.00
64965,127380,5,,,90.00,A,4.00
64966,127380,8,,,93.00,A,4.00
64967,127380,10,,,95.00,A,4.00
64968,127380,11,,,96.00,A,4.00
64969,127381,3,,,93.00,A,4.00
64970,127381,4,,,90.00,A,4.00
64971,127381,5,,,93.00,A,4.00
64972,127381,8,,,96.00,A,4.00
64973,127381,10,,,98.00,A,4.00
64974,127381,11,,,99.00,A,4.00
64975,127382,3,,,94.00,A,4.00
64976,127382,4,,,91.00,A,4.00
64977,127382,5,,,94.00,A,4.00
64978,127382,8,,,97.00,A,4.00
64979,127382,10,,,99.00,A,4.00
64980,127382,11,,,100.00,A,4.00
64981,127383,3,,,0.00,F,0.00
64982,127383,4,,,0.00,F,0.00
64983,127383,5,,,0.00,F,0.00
64984,127383,8,,,3.00,F,0.00
64985,127383,10,,,5.00,F,0.00
64986,127383,11,,,6.00,F,0.00
64987,127384,3,,,0.00,F,0.00
64988,127384,4,,,0.00,F,0.00
64989,127384,5,,,0.00,F,0.00
64990,127384,8,,,3.00,F,0.00
64991,127384,10,,,5.00,F,0.00
64992,127384,11,,,6.00,F,0.00
64993,127385,3,,,0.00,F,0.00
64994,127385,4,,,0.00,F,0.00
64995,127385,5,,,0.00,F,0.00
64996,127385,8,,,3.00,F,0.00
64997,127385,10,,,5.00,F,0.00
64998,127385,11,,,6.00,F,0.00
64999,127386,3,,,91.00,A,4.00
65000,127386,4,,,88.00,B,3.00
65001,127386,5,,,91.00,A,4.00
65002,127386,8,,,94.00,A,4.00
65003,127386,10,,,96.00,A,4.00
65004,127386,11,,,97.00,A,4.00
65005,127387,3,,,90.00,A,4.00
65006,127387,4,,,87.00,B,3.00
65007,127387,5,,,90.00,A,4.00
65008,127387,8,,,93.00,A,4.00
65009,127387,10,,,95.00,A,4.00
65010,127387,11,,,96.00,A,4.00
65011,127388,3,,,93.00,A,4.00
65012,127388,4,,,90.00,A,4.00
65013,127388,5,,,93.00,A,4.00
65014,127388,8,,,96.00,A,4.00
65015,127388,10,,,98.00,A,4.00
65016,127388,11,,,99.00,A,4.00
65017,127389,3,,,93.00,A,4.00
65018,127389,4,,,90.00,A,4.00
65019,127389,5,,,93.00,A,4.00
65020,127389,8,,,96.00,A,4.00
65021,127389,10,,,98.00,A,4.00
65022,127389,11,,,99.00,A,4.00
65023,127390,3,,,0.00,F,0.00
65024,127390,4,,,0.00,F,0.00
65025,127390,5,,,0.00,F,0.00
65026,127390,8,,,3.00,F,0.00
65027,127390,10,,,5.00,F,0.00
65028,127390,11,,,6.00,F,0.00
65029,127391,3,,,0.00,F,0.00
65030,127391,4,,,0.00,F,0.00
65031,127391,5,,,0.00,F,0.00
65032,127391,8,,,3.00,F,0.00
65033,127391,10,,,5.00,F,0.00
65034,127391,11,,,6.00,F,0.00
65035,127392,3,,,0.00,F,0.00
65036,127392,4,,,0.00,F,0.00
65037,127392,5,,,0.00,F,0.00
65038,127392,8,,,3.00,F,0.00
65039,127392,10,,,5.00,F,0.00
65040,127392,11,,,6.00,F,0.00
65041,127393,3,,,0.00,F,0.00
65042,127393,4,,,0.00,F,0.00
65043,127393,5,,,0.00,F,0.00
65044,127393,8,,,3.00,F,0.00
65045,127393,10,,,5.00,F,0.00
65046,127393,11,,,6.00,F,0.00
65047,127394,3,,,77.00,C,2.00
65048,127394,4,,,74.00,C,2.00
65049,127394,5,,,77.00,C,2.00
65050,127394,8,,,80.00,B,3.00
65051,127394,10,,,82.00,B,3.00
65052,127394,11,,,83.00,B,3.00
65053,127395,3,,,87.00,B,3.00
65054,127395,4,,,84.00,B,3.00
65055,127395,5,,,87.00,B,3.00
65056,127395,8,,,90.00,A,4.00
65057,127395,10,,,92.00,A,4.00
65058,127395,11,,,93.00,A,4.00
65059,127396,3,,,90.00,A,4.00
65060,127396,4,,,87.00,B,3.00
65061,127396,5,,,90.00,A,4.00
65062,127396,8,,,93.00,A,4.00
65063,127396,10,,,95.00,A,4.00
65064,127396,11,,,96.00,A,4.00
65065,127397,3,,,91.00,A,4.00
65066,127397,4,,,88.00,B,3.00
65067,127397,5,,,91.00,A,4.00
65068,127397,8,,,94.00,A,4.00
65069,127397,10,,,96.00,A,4.00
65070,127397,11,,,97.00,A,4.00
65071,127398,3,,,0.00,F,0.00
65072,127398,4,,,0.00,F,0.00
65073,127398,5,,,0.00,F,0.00
65074,127398,8,,,3.00,F,0.00
65075,127398,10,,,5.00,F,0.00
65076,127398,11,,,6.00,F,0.00
65077,127399,3,,,0.00,F,0.00
65078,127399,4,,,0.00,F,0.00
65079,127399,5,,,0.00,F,0.00
65080,127399,8,,,3.00,F,0.00
65081,127399,10,,,5.00,F,0.00
65082,127399,11,,,6.00,F,0.00
65083,127400,3,,,77.00,C,2.00
65084,127400,4,,,74.00,C,2.00
65085,127400,5,,,77.00,C,2.00
65086,127400,8,,,80.00,B,3.00
65087,127400,10,,,82.00,B,3.00
65088,127400,11,,,83.00,B,3.00
65089,127401,3,,,76.00,C,2.00
65090,127401,4,,,73.00,C,2.00
65091,127401,5,,,76.00,C,2.00
65092,127401,8,,,79.00,C,2.00
65093,127401,10,,,81.00,B,3.00
65094,127401,11,,,82.00,B,3.00
65095,127402,3,,,73.00,C,2.00
65096,127402,4,,,70.00,C,2.00
65097,127402,5,,,73.00,C,2.00
65098,127402,8,,,76.00,C,2.00
65099,127402,10,,,78.00,C,2.00
65100,127402,11,,,79.00,C,2.00
65101,127403,3,,,84.00,B,3.00
65102,127403,4,,,81.00,B,3.00
65103,127403,5,,,84.00,B,3.00
65104,127403,8,,,87.00,B,3.00
65105,127403,10,,,89.00,B,3.00
65106,127403,11,,,90.00,A,4.00
65107,127404,3,,,0.00,F,0.00
65108,127404,4,,,0.00,F,0.00
65109,127404,5,,,0.00,F,0.00
65110,127404,8,,,3.00,F,0.00
65111,127404,10,,,5.00,F,0.00
65112,127404,11,,,6.00,F,0.00
65113,127405,3,,,0.00,F,0.00
65114,127405,4,,,0.00,F,0.00
65115,127405,5,,,0.00,F,0.00
65116,127405,8,,,3.00,F,0.00
65117,127405,10,,,5.00,F,0.00
65118,127405,11,,,6.00,F,0.00
65119,127406,3,,,96.00,A,4.00
65120,127406,4,,,93.00,A,4.00
65121,127406,5,,,96.00,A,4.00
65122,127406,8,,,99.00,A,4.00
65123,127406,10,,,100.00,A,4.00
65124,127406,11,,,100.00,A,4.00
65125,127407,3,,,94.00,A,4.00
65126,127407,4,,,91.00,A,4.00
65127,127407,5,,,94.00,A,4.00
65128,127407,8,,,97.00,A,4.00
65129,127407,10,,,99.00,A,4.00
65130,127407,11,,,100.00,A,4.00
65131,127408,3,,,92.00,A,4.00
65132,127408,4,,,89.00,B,3.00
65133,127408,5,,,92.00,A,4.00
65134,127408,8,,,95.00,A,4.00
65135,127408,10,,,97.00,A,4.00
65136,127408,11,,,98.00,A,4.00
65137,127409,3,,,95.00,A,4.00
65138,127409,4,,,92.00,A,4.00
65139,127409,5,,,95.00,A,4.00
65140,127409,8,,,98.00,A,4.00
65141,127409,10,,,100.00,A,4.00
65142,127409,11,,,100.00,A,4.00
65143,127410,3,,,0.00,F,0.00
65144,127410,4,,,0.00,F,0.00
65145,127410,5,,,0.00,F,0.00
65146,127410,8,,,3.00,F,0.00
65147,127410,10,,,5.00,F,0.00
65148,127410,11,,,6.00,F,0.00
65149,127411,3,,,0.00,F,0.00
65150,127411,4,,,0.00,F,0.00
65151,127411,5,,,0.00,F,0.00
65152,127411,8,,,3.00,F,0.00
65153,127411,10,,,5.00,F,0.00
65154,127411,11,,,6.00,F,0.00
65155,127412,3,,,0.00,F,0.00
65156,127412,4,,,0.00,F,0.00
65157,127412,5,,,0.00,F,0.00
65158,127412,8,,,3.00,F,0.00
65159,127412,10,,,5.00,F,0.00
65160,127412,11,,,6.00,F,0.00
65161,127413,3,,,0.00,F,0.00
65162,127413,4,,,0.00,F,0.00
65163,127413,5,,,0.00,F,0.00
65164,127413,8,,,3.00,F,0.00
65165,127413,10,,,5.00,F,0.00
65166,127413,11,,,6.00,F,0.00
65167,127414,3,,,88.00,B,3.00
65168,127414,4,,,85.00,B,3.00
65169,127414,5,,,88.00,B,3.00
65170,127414,8,,,91.00,A,4.00
65171,127414,10,,,93.00,A,4.00
65172,127414,11,,,94.00,A,4.00
65173,127415,3,,,91.00,A,4.00
65174,127415,4,,,88.00,B,3.00
65175,127415,5,,,91.00,A,4.00
65176,127415,8,,,94.00,A,4.00
65177,127415,10,,,96.00,A,4.00
65178,127415,11,,,97.00,A,4.00
65179,127416,3,,,88.00,B,3.00
65180,127416,4,,,85.00,B,3.00
65181,127416,5,,,88.00,B,3.00
65182,127416,8,,,91.00,A,4.00
65183,127416,10,,,93.00,A,4.00
65184,127416,11,,,94.00,A,4.00
65185,127417,3,,,90.00,A,4.00
65186,127417,4,,,87.00,B,3.00
65187,127417,5,,,90.00,A,4.00
65188,127417,8,,,93.00,A,4.00
65189,127417,10,,,95.00,A,4.00
65190,127417,11,,,96.00,A,4.00
65191,127418,3,,,0.00,F,0.00
65192,127418,4,,,0.00,F,0.00
65193,127418,5,,,0.00,F,0.00
65194,127418,8,,,3.00,F,0.00
65195,127418,10,,,5.00,F,0.00
65196,127418,11,,,6.00,F,0.00
65197,127419,3,,,0.00,F,0.00
65198,127419,4,,,0.00,F,0.00
65199,127419,5,,,0.00,F,0.00
65200,127419,8,,,3.00,F,0.00
65201,127419,10,,,5.00,F,0.00
65202,127419,11,,,6.00,F,0.00
65203,127420,3,,,88.00,B,3.00
65204,127420,4,,,85.00,B,3.00
65205,127420,5,,,88.00,B,3.00
65206,127420,8,,,91.00,A,4.00
65207,127420,10,,,93.00,A,4.00
65208,127420,11,,,94.00,A,4.00
65209,127421,3,,,86.00,B,3.00
65210,127421,4,,,83.00,B,3.00
65211,127421,5,,,86.00,B,3.00
65212,127421,8,,,89.00,B,3.00
65213,127421,10,,,91.00,A,4.00
65214,127421,11,,,92.00,A,4.00
65215,127422,3,,,82.00,B,3.00
65216,127422,4,,,79.00,C,2.00
65217,127422,5,,,82.00,B,3.00
65218,127422,8,,,85.00,B,3.00
65219,127422,10,,,87.00,B,3.00
65220,127422,11,,,88.00,B,3.00
65221,127423,3,,,84.00,B,3.00
65222,127423,4,,,81.00,B,3.00
65223,127423,5,,,84.00,B,3.00
65224,127423,8,,,87.00,B,3.00
65225,127423,10,,,89.00,B,3.00
65226,127423,11,,,90.00,A,4.00
65227,127424,3,,,0.00,F,0.00
65228,127424,4,,,0.00,F,0.00
65229,127424,5,,,0.00,F,0.00
65230,127424,8,,,3.00,F,0.00
65231,127424,10,,,5.00,F,0.00
65232,127424,11,,,6.00,F,0.00
65233,127425,3,,,0.00,F,0.00
65234,127425,4,,,0.00,F,0.00
65235,127425,5,,,0.00,F,0.00
65236,127425,8,,,3.00,F,0.00
65237,127425,10,,,5.00,F,0.00
65238,127425,11,,,6.00,F,0.00
65239,127426,3,,,0.00,F,0.00
65240,127426,4,,,0.00,F,0.00
65241,127426,5,,,0.00,F,0.00
65242,127426,8,,,3.00,F,0.00
65243,127426,10,,,5.00,F,0.00
65244,127426,11,,,6.00,F,0.00
65245,127427,3,,,0.00,F,0.00
65246,127427,4,,,0.00,F,0.00
65247,127427,5,,,0.00,F,0.00
65248,127427,8,,,3.00,F,0.00
65249,127427,10,,,5.00,F,0.00
65250,127427,11,,,6.00,F,0.00
65251,127428,3,,,87.00,B,3.00
65252,127428,4,,,84.00,B,3.00
65253,127428,5,,,87.00,B,3.00
65254,127428,8,,,90.00,A,4.00
65255,127428,10,,,92.00,A,4.00
65256,127428,11,,,93.00,A,4.00
65257,127429,3,,,97.00,A,4.00
65258,127429,4,,,94.00,A,4.00
65259,127429,5,,,97.00,A,4.00
65260,127429,8,,,100.00,A,4.00
65261,127429,10,,,100.00,A,4.00
65262,127429,11,,,100.00,A,4.00
65263,127430,3,,,97.00,A,4.00
65264,127430,4,,,94.00,A,4.00
65265,127430,5,,,97.00,A,4.00
65266,127430,8,,,100.00,A,4.00
65267,127430,10,,,100.00,A,4.00
65268,127430,11,,,100.00,A,4.00
65269,127431,3,,,88.00,B,3.00
65270,127431,4,,,85.00,B,3.00
65271,127431,5,,,88.00,B,3.00
65272,127431,8,,,91.00,A,4.00
65273,127431,10,,,93.00,A,4.00
65274,127431,11,,,94.00,A,4.00
65275,127432,3,,,0.00,F,0.00
65276,127432,4,,,0.00,F,0.00
65277,127432,5,,,0.00,F,0.00
65278,127432,8,,,3.00,F,0.00
65279,127432,10,,,5.00,F,0.00
65280,127432,11,,,6.00,F,0.00
65281,127433,3,,,0.00,F,0.00
65282,127433,4,,,0.00,F,0.00
65283,127433,5,,,0.00,F,0.00
65284,127433,8,,,3.00,F,0.00
65285,127433,10,,,5.00,F,0.00
65286,127433,11,,,6.00,F,0.00
65287,127434,3,,,90.00,A,4.00
65288,127434,4,,,87.00,B,3.00
65289,127434,5,,,90.00,A,4.00
65290,127434,8,,,93.00,A,4.00
65291,127434,10,,,95.00,A,4.00
65292,127434,11,,,96.00,A,4.00
65293,127435,3,,,74.00,C,2.00
65294,127435,4,,,71.00,C,2.00
65295,127435,5,,,74.00,C,2.00
65296,127435,8,,,77.00,C,2.00
65297,127435,10,,,79.00,C,2.00
65298,127435,11,,,80.00,B,3.00
65299,127436,3,,,79.00,C,2.00
65300,127436,4,,,76.00,C,2.00
65301,127436,5,,,79.00,C,2.00
65302,127436,8,,,82.00,B,3.00
65303,127436,10,,,84.00,B,3.00
65304,127436,11,,,85.00,B,3.00
65305,127437,3,,,0.00,F,0.00
65306,127437,4,,,0.00,F,0.00
65307,127437,5,,,0.00,F,0.00
65308,127437,8,,,3.00,F,0.00
65309,127437,10,,,5.00,F,0.00
65310,127437,11,,,6.00,F,0.00
65311,127438,3,,,0.00,F,0.00
65312,127438,4,,,0.00,F,0.00
65313,127438,5,,,0.00,F,0.00
65314,127438,8,,,3.00,F,0.00
65315,127438,10,,,5.00,F,0.00
65316,127438,11,,,6.00,F,0.00
65317,127439,3,,,0.00,F,0.00
65318,127439,4,,,0.00,F,0.00
65319,127439,5,,,0.00,F,0.00
65320,127439,8,,,3.00,F,0.00
65321,127439,10,,,5.00,F,0.00
65322,127439,11,,,6.00,F,0.00
65323,127440,3,,,86.00,B,3.00
65324,127440,4,,,83.00,B,3.00
65325,127440,5,,,86.00,B,3.00
65326,127440,8,,,89.00,B,3.00
65327,127440,10,,,91.00,A,4.00
65328,127440,11,,,92.00,A,4.00
65329,127441,3,,,93.00,A,4.00
65330,127441,4,,,90.00,A,4.00
65331,127441,5,,,93.00,A,4.00
65332,127441,8,,,96.00,A,4.00
65333,127441,10,,,98.00,A,4.00
65334,127441,11,,,99.00,A,4.00
65335,127442,3,,,87.00,B,3.00
65336,127442,4,,,84.00,B,3.00
