AbsenceID,AbsenceDate,StudentID,SISStudentID,AbsenceCodeID,AbsenceCount,FacilityID,StaffID
38781,'2010-03-25 00:00:00',2940,540,1,1,1,17
38782,'2008-04-20 00:00:00',760,760,9,1,3,71
38783,'2008-02-14 00:00:00',116,116,9,1,1,15
38784,'2010-03-06 00:00:00',3448,1048,1,1,1,23
38785,'2009-02-08 00:00:00',1228,28,14,1,3,56
38786,'2009-11-27 00:00:00',2856,456,9,1,3,65
38787,'2010-03-05 00:00:00',3304,904,21,1,3,66
38788,'2010-03-03 00:00:00',3404,1004,22,1,3,71
38789,'2008-05-17 00:00:00',272,272,22,1,2,41
38790,'2008-08-28 00:00:00',1248,48,1,1,1,20
38791,'2009-01-09 00:00:00',1720,520,1,1,2,7
38792,'2009-01-19 00:00:00',2000,800,9,1,3,65
38793,'2008-10-19 00:00:00',1460,260,9,1,3,72
38794,'2009-02-13 00:00:00',2348,1148,22,1,1,22
38795,'2009-08-24 00:00:00',3360,960,1,1,2,7
38796,'2009-11-16 00:00:00',2536,136,1,1,1,18
38797,'2007-12-06 00:00:00',228,228,9,1,3,64
38798,'2007-12-06 00:00:00',1128,1128,9,1,3,53
38799,'2010-02-22 00:00:00',2548,148,1,1,1,23
38800,'2010-03-20 00:00:00',2680,280,1,1,1,21
38801,'2010-01-22 00:00:00',3448,1048,1,1,1,23
38802,'2010-02-25 00:00:00',3448,1048,1,1,1,23
38803,'2008-02-15 00:00:00',316,316,9,1,1,15
38804,'2008-01-03 00:00:00',348,348,22,1,1,14
38805,'2010-03-25 00:00:00',2756,356,21,1,3,65
38806,'2009-10-10 00:00:00',3376,976,9,1,3,72
38807,'2009-01-03 00:00:00',1852,652,9,1,2,7
38808,'2007-09-09 00:00:00',680,680,1,1,1,12
38809,'2009-02-07 00:00:00',2112,912,1,1,1,17
38810,'2009-09-25 00:00:00',2600,200,9,1,3,57
38811,'2010-03-13 00:00:00',2736,336,1,1,1,18
38812,'2009-05-01 00:00:00',1636,436,1,1,1,10
38813,'2009-01-08 00:00:00',1920,720,9,1,2,7
38814,'2008-05-08 00:00:00',88,88,22,1,3,69
38815,'2007-11-02 00:00:00',1136,1136,9,1,2,48
38816,'2008-01-18 00:00:00',236,236,21,1,2,50
38817,'2010-01-22 00:00:00',2620,220,9,1,2,44
38818,'2009-09-28 00:00:00',2888,488,9,1,3,59
38819,'2009-02-23 00:00:00',1744,544,22,1,1,18
38820,'2009-01-04 00:00:00',2348,1148,22,1,1,22
38821,'2008-03-29 00:00:00',288,288,22,1,3,52
38822,'2008-12-12 00:00:00',1836,636,22,1,1,10
38823,'2008-10-04 00:00:00',1420,220,1,1,2,42
38824,'2009-10-18 00:00:00',2916,516,1,1,1,24
38825,'2009-09-25 00:00:00',3180,780,1,1,1,19
38826,'2010-02-20 00:00:00',3408,1008,1,1,1,12
38827,'2008-02-10 00:00:00',260,260,22,1,3,71
38828,'2008-02-13 00:00:00',436,436,21,1,2,50
38829,'2007-10-18 00:00:00',572,572,9,1,2,3
38830,'2008-03-09 00:00:00',1012,1012,1,1,1,9
38831,'2008-04-27 00:00:00',1040,1040,1,1,2,50
38832,'2009-05-03 00:00:00',2152,952,1,1,2,42
38833,'2009-03-07 00:00:00',2236,1036,1,1,1,10
38834,'2009-10-03 00:00:00',2432,32,9,1,1,9
38835,'2010-01-30 00:00:00',2736,336,1,1,1,18
38836,'2008-09-27 00:00:00',1980,780,1,1,1,15
38837,'2009-11-27 00:00:00',2636,236,1,1,1,18
38838,'2009-12-14 00:00:00',2764,364,1,1,2,7
38839,'2008-10-18 00:00:00',2260,1060,9,1,3,61
38840,'2008-02-03 00:00:00',148,148,9,1,1,14
38841,'2007-11-01 00:00:00',616,616,9,1,1,15
38842,'2007-10-12 00:00:00',636,636,21,1,2,50
38843,'2007-08-18 00:00:00',984,984,1,1,1,13
38844,'2009-01-12 00:00:00',1388,188,22,1,3,55
38845,'2008-05-24 00:00:00',136,136,22,1,2,48
38846,'2008-03-08 00:00:00',660,660,9,1,3,57
38847,'2008-11-14 00:00:00',2156,956,9,1,1,1
38848,'2009-10-15 00:00:00',2880,480,9,1,1,21
38849,'2009-04-12 00:00:00',1712,512,1,1,1,17
38850,'2008-09-18 00:00:00',2248,1048,1,1,1,20
38851,'2009-12-14 00:00:00',2548,148,1,1,1,23
38852,'2009-09-24 00:00:00',3400,1000,9,1,3,66
38853,'2007-10-11 00:00:00',1116,1116,9,1,1,15
38854,'2009-01-12 00:00:00',1236,36,1,1,1,10
38855,'2009-05-08 00:00:00',1800,600,22,1,3,55
38856,'2008-12-01 00:00:00',2212,1012,1,1,1,17
38857,'2009-05-04 00:00:00',1928,728,9,1,3,70
38858,'2008-11-07 00:00:00',2056,856,9,1,1,1
38859,'2009-09-25 00:00:00',2580,180,1,1,1,19
38860,'2007-11-15 00:00:00',948,948,1,1,1,14
38861,'2007-09-23 00:00:00',1156,1156,22,1,1,1
38862,'2007-12-14 00:00:00',1160,1160,22,1,3,57
38863,'2009-02-27 00:00:00',2148,948,1,1,1,22
38864,'2010-02-14 00:00:00',2860,460,22,1,2,42
38865,'2009-08-22 00:00:00',3480,1080,1,1,1,21
38866,'2009-04-16 00:00:00',1280,80,1,1,1,15
38867,'2008-09-20 00:00:00',1572,372,9,1,2,45
38868,'2008-10-18 00:00:00',1812,612,1,1,1,17
38869,'2009-05-16 00:00:00',1960,760,22,1,3,72
38870,'2007-08-24 00:00:00',248,248,1,1,1,14
38871,'2009-12-11 00:00:00',3036,636,1,1,1,18
38872,'2009-01-29 00:00:00',1748,548,1,1,1,22
38873,'2008-11-28 00:00:00',1848,648,1,1,1,20
38874,'2008-11-21 00:00:00',1612,412,1,1,1,17
38875,'2009-01-31 00:00:00',1648,448,1,1,1,20
38876,'2009-02-27 00:00:00',1916,716,1,1,1,22
38877,'2010-03-24 00:00:00',2748,348,9,1,1,23
38878,'2010-01-08 00:00:00',3336,936,22,1,1,18
38879,'2009-01-08 00:00:00',1320,120,9,1,2,7
38880,'2008-09-21 00:00:00',1780,580,1,1,1,15
38881,'2009-01-11 00:00:00',2312,1112,22,1,1,17
38882,'2010-01-31 00:00:00',2432,32,1,1,1,9
38883,'2008-03-16 00:00:00',380,380,1,1,1,12
38884,'2008-10-11 00:00:00',1352,152,22,1,2,42
38885,'2009-12-21 00:00:00',2948,548,1,1,1,23
38886,'2009-05-10 00:00:00',1420,220,1,1,2,42
38887,'2009-04-10 00:00:00',1528,328,9,1,3,54
38888,'2008-09-18 00:00:00',2272,1072,9,1,2,43
38889,'2009-10-17 00:00:00',2712,312,1,1,1,19
38890,'2007-12-07 00:00:00',236,236,21,1,2,50
38891,'2009-02-05 00:00:00',1528,328,14,1,3,54
38892,'2008-03-29 00:00:00',936,936,21,1,2,48
38893,'2010-03-17 00:00:00',3440,1040,1,1,1,17
38894,'2009-05-08 00:00:00',1700,500,22,1,3,54
38895,'2009-10-05 00:00:00',2636,236,9,1,1,18
38896,'2009-11-14 00:00:00',3096,696,9,1,3,62
38897,'2009-10-01 00:00:00',3216,816,1,1,1,24
38898,'2008-12-04 00:00:00',1336,136,9,1,1,10
38899,'2008-11-16 00:00:00',1836,636,9,1,1,10
38900,'2010-03-20 00:00:00',2512,112,9,1,1,19
38901,'2009-10-08 00:00:00',2660,260,21,1,2,42
38902,'2009-09-26 00:00:00',3076,676,22,1,3,72
38903,'2010-02-18 00:00:00',3536,1136,1,1,1,18
38904,'2008-02-24 00:00:00',1040,1040,10,1,2,50
38905,'2008-10-20 00:00:00',2020,820,1,1,2,42
38906,'2009-02-19 00:00:00',2272,1072,21,1,2,43
38907,'2009-10-16 00:00:00',2860,460,1,1,2,42
38908,'2010-03-12 00:00:00',3036,636,1,1,1,18
38909,'2008-11-17 00:00:00',2016,816,9,1,1,20
38910,'2009-02-26 00:00:00',1320,120,9,1,2,7
38911,'2010-03-03 00:00:00',2612,212,22,1,1,21
38912,'2008-11-22 00:00:00',1448,248,22,1,1,20
38913,'2008-08-10 00:00:00',2148,948,1,1,1,22
38914,'2007-09-23 00:00:00',372,372,9,1,2,3
38915,'2009-01-19 00:00:00',1340,140,1,1,1,9
38916,'2009-10-31 00:00:00',2532,132,1,1,1,9
38917,'2010-03-27 00:00:00',2532,132,1,1,1,9
38918,'2008-01-23 00:00:00',620,620,9,1,3,62
38919,'2008-03-28 00:00:00',948,948,9,1,1,14
38920,'2008-12-07 00:00:00',2220,1020,9,1,2,42
38921,'2008-12-08 00:00:00',1312,112,1,1,1,17
38922,'2010-03-05 00:00:00',2920,520,1,1,2,46
38923,'2009-05-07 00:00:00',1560,360,22,1,3,67
38924,'2008-10-23 00:00:00',1900,700,9,1,3,56
38925,'2009-11-01 00:00:00',3260,860,9,1,2,42
38926,'2008-04-27 00:00:00',208,208,9,1,2,45
38927,'2008-04-05 00:00:00',1080,1080,1,1,1,12
38928,'2009-02-07 00:00:00',1528,328,14,1,3,54
38929,'2010-02-21 00:00:00',3012,612,1,1,1,21
38930,'2009-09-27 00:00:00',3048,648,9,1,1,23
38931,'2008-11-29 00:00:00',2216,1016,9,1,1,20
38932,'2009-12-18 00:00:00',3460,1060,21,1,2,42
38933,'2009-10-01 00:00:00',3536,1136,9,1,1,18
38934,'2007-11-01 00:00:00',336,336,9,1,2,48
38935,'2007-11-08 00:00:00',912,912,22,1,1,9
38936,'2008-08-24 00:00:00',1848,648,9,1,1,20
38937,'2010-03-13 00:00:00',3312,912,1,1,1,19
38938,'2008-01-06 00:00:00',36,36,9,1,2,50
38939,'2008-09-21 00:00:00',1860,660,6,1,3,60
38940,'2009-03-22 00:00:00',2180,980,22,1,1,15
38941,'2007-10-28 00:00:00',216,216,1,1,1,15
38942,'2008-11-14 00:00:00',1260,60,21,1,3,61
38943,'2008-10-06 00:00:00',2228,1028,9,1,3,56
38944,'2007-10-03 00:00:00',216,216,1,1,1,15
38945,'2007-09-27 00:00:00',536,536,1,1,2,48
38946,'2009-09-10 00:00:00',3232,832,1,1,1,9
38947,'2007-11-10 00:00:00',148,148,1,1,1,14
38948,'2008-11-06 00:00:00',1212,12,1,1,1,17
38949,'2010-02-14 00:00:00',2836,436,1,1,1,18
38950,'2008-11-13 00:00:00',1712,512,1,1,1,17
38951,'2009-01-08 00:00:00',1820,620,9,1,2,42
38952,'2008-12-07 00:00:00',1960,760,21,1,3,72
38953,'2009-03-15 00:00:00',2012,812,1,1,1,17
38954,'2009-01-25 00:00:00',2148,948,9,1,1,22
38955,'2010-03-27 00:00:00',2632,232,1,1,1,9
38956,'2009-10-22 00:00:00',3348,948,22,1,1,23
38957,'2010-01-08 00:00:00',3436,1036,22,1,1,18
38958,'2008-04-20 00:00:00',148,148,1,1,1,14
38959,'2008-08-21 00:00:00',1644,444,22,1,1,18
38960,'2009-10-10 00:00:00',2560,160,9,1,2,7
38961,'2008-11-16 00:00:00',1756,556,14,1,1,1
38962,'2009-03-01 00:00:00',2036,836,1,1,1,10
38963,'2008-10-23 00:00:00',2300,1100,9,1,3,55
38964,'2007-11-28 00:00:00',316,316,22,1,1,15
38965,'2009-02-05 00:00:00',1716,516,9,1,1,22
38966,'2008-01-30 00:00:00',1076,1076,22,1,3,55
38967,'2008-11-14 00:00:00',1548,348,22,1,1,22
38968,'2009-11-28 00:00:00',2512,112,1,1,1,19
38969,'2010-03-20 00:00:00',2836,436,22,1,1,18
38970,'2008-10-16 00:00:00',1428,228,14,1,3,70
38971,'2009-04-18 00:00:00',1912,712,1,1,1,17
38972,'2008-09-18 00:00:00',2048,848,1,1,1,20
38973,'2009-10-12 00:00:00',2976,576,6,1,3,72
38974,'2009-10-02 00:00:00',3312,912,1,1,1,19
38975,'2009-05-15 00:00:00',1836,636,1,1,1,10
38976,'2008-09-26 00:00:00',2280,1080,1,1,1,15
38977,'2010-03-13 00:00:00',2732,332,22,1,1,9
38978,'2008-01-30 00:00:00',80,80,1,1,1,12
38979,'2009-01-23 00:00:00',1328,128,14,1,3,65
38980,'2008-01-25 00:00:00',740,740,9,1,2,48
38981,'2008-04-21 00:00:00',1072,1072,21,1,2,41
38982,'2009-10-18 00:00:00',2816,416,1,1,1,24
38983,'2010-03-13 00:00:00',3000,600,22,1,3,71
38984,'2009-10-10 00:00:00',2660,260,9,1,2,42
38985,'2009-09-05 00:00:00',2936,536,9,1,1,18
38986,'2010-04-07 00:00:00',3088,688,22,1,3,71
38987,'2008-10-20 00:00:00',1720,520,1,1,2,7
38988,'2010-03-11 00:00:00',2408,8,1,1,1,12
38989,'2010-01-08 00:00:00',2736,336,22,1,1,18
38990,'2007-09-08 00:00:00',548,548,22,1,1,14
38991,'2008-11-22 00:00:00',1728,528,22,1,3,56
38992,'2009-01-25 00:00:00',1748,548,9,1,1,22
38993,'2009-10-24 00:00:00',3252,852,1,1,2,46
38994,'2008-05-15 00:00:00',180,180,1,1,1,12
38995,'2008-10-18 00:00:00',1296,96,22,1,3,59
38996,'2009-09-19 00:00:00',2860,460,9,1,2,42
38997,'2009-12-06 00:00:00',2936,536,9,1,1,18
38998,'2009-10-23 00:00:00',3088,688,22,1,3,71
38999,'2008-05-16 00:00:00',128,128,21,1,3,53
39000,'2008-05-18 00:00:00',412,412,1,1,1,9
39001,'2008-11-08 00:00:00',1720,520,9,1,2,7
39002,'2008-01-03 00:00:00',948,948,22,1,1,14
39003,'2008-04-13 00:00:00',1148,1148,1,1,1,14
39004,'2009-11-07 00:00:00',2712,312,1,1,1,19
39005,'2008-10-02 00:00:00',1472,272,21,1,2,43
39006,'2007-10-31 00:00:00',436,436,9,1,2,50
39007,'2008-10-05 00:00:00',1448,248,1,1,1,20
39008,'2010-01-28 00:00:00',2660,260,1,1,2,42
39009,'2007-10-12 00:00:00',960,960,22,1,3,59
39010,'2009-12-21 00:00:00',3536,1136,9,1,1,18
39011,'2007-10-11 00:00:00',16,16,9,1,1,15
39012,'2009-03-30 00:00:00',1336,136,1,1,1,10
39013,'2009-04-10 00:00:00',2028,828,9,1,3,54
39014,'2010-03-19 00:00:00',3436,1036,1,1,1,18
39015,'2008-03-14 00:00:00',388,388,22,1,3,53
39016,'2008-04-25 00:00:00',972,972,22,1,2,3
39017,'2008-03-08 00:00:00',1156,1156,9,1,1,1
39018,'2008-10-23 00:00:00',2000,800,9,1,3,65
39019,'2008-05-22 00:00:00',312,312,1,1,1,9
39020,'2008-01-27 00:00:00',972,972,9,1,2,3
39021,'2008-09-15 00:00:00',1780,580,1,1,1,15
39022,'2007-11-16 00:00:00',180,180,1,1,1,12
39023,'2009-10-16 00:00:00',2436,36,9,1,1,18
39024,'2008-11-03 00:00:00',1836,636,22,1,1,10
39025,'2009-05-01 00:00:00',1888,688,22,1,3,55
39026,'2008-08-31 00:00:00',1984,784,1,1,1,16
39027,'2009-05-08 00:00:00',2200,1000,22,1,3,54
39028,'2009-11-14 00:00:00',3496,1096,9,1,3,62
39029,'2008-03-29 00:00:00',80,80,9,1,1,12
39030,'2008-05-08 00:00:00',584,584,22,1,1,13
39031,'2008-02-09 00:00:00',660,660,22,1,3,57
39032,'2007-10-12 00:00:00',1160,1160,22,1,3,57
39033,'2008-02-16 00:00:00',748,748,9,1,1,14
39034,'2007-09-07 00:00:00',760,760,1,1,3,71
39035,'2009-09-25 00:00:00',3400,1000,9,1,3,66
39036,'2010-03-11 00:00:00',3408,1008,1,1,1,12
39037,'2009-09-25 00:00:00',3480,1080,1,1,1,21
39038,'2009-01-09 00:00:00',2016,816,9,1,1,20
39039,'2008-10-25 00:00:00',2084,884,1,1,1,16
39040,'2008-02-03 00:00:00',540,540,10,1,2,48
39041,'2007-11-28 00:00:00',716,716,22,1,1,15
39042,'2008-03-02 00:00:00',888,888,14,1,3,53
39043,'2008-03-16 00:00:00',1016,1016,22,1,1,15
39044,'2010-03-25 00:00:00',2724,324,22,1,3,54
39045,'2008-12-04 00:00:00',1736,536,9,1,1,10
39046,'2008-09-18 00:00:00',1936,736,22,1,1,10
39047,'2010-01-09 00:00:00',3480,1080,1,1,1,21
39048,'2009-01-23 00:00:00',1360,160,14,1,3,60
39049,'2008-05-16 00:00:00',712,712,22,1,1,9
39050,'2009-03-15 00:00:00',1240,40,1,1,1,9
39051,'2009-05-15 00:00:00',1620,420,1,1,2,42
39052,'2008-04-19 00:00:00',284,284,1,1,1,13
39053,'2007-11-09 00:00:00',784,784,22,1,1,13
39054,'2008-11-07 00:00:00',2220,1020,9,1,2,42
39055,'2008-01-12 00:00:00',580,580,9,1,1,12
39056,'2008-01-05 00:00:00',1060,1060,22,1,3,58
39057,'2010-02-28 00:00:00',2460,60,1,1,2,42
39058,'2009-01-22 00:00:00',1528,328,9,1,3,54
39059,'2009-02-06 00:00:00',1812,612,9,1,1,17
39060,'2009-03-23 00:00:00',1884,684,1,1,1,16
39061,'2010-03-24 00:00:00',2412,12,9,1,1,21
39062,'2010-03-05 00:00:00',3020,620,1,1,2,44
39063,'2010-03-17 00:00:00',3036,636,1,1,1,18
39064,'2007-09-28 00:00:00',460,460,22,1,3,59
39065,'2008-03-14 00:00:00',680,680,22,1,1,12
39066,'2009-01-10 00:00:00',1600,400,5,1,3,70
39067,'2009-03-30 00:00:00',2112,912,22,1,1,17
39068,'2008-08-11 00:00:00',2220,1020,1,1,2,42
39069,'2010-03-25 00:00:00',3356,956,21,1,3,65
39070,'2008-10-23 00:00:00',1736,536,1,1,1,10
39071,'2009-08-27 00:00:00',2580,180,1,1,1,19
39072,'2009-01-19 00:00:00',1484,284,1,1,1,16
39073,'2009-09-10 00:00:00',3564,1164,9,1,2,7
39074,'2008-04-21 00:00:00',356,356,22,1,1,1
39075,'2010-01-09 00:00:00',2980,580,1,1,1,19
39076,'2009-09-05 00:00:00',3016,616,1,1,1,24
39077,'2009-08-28 00:00:00',3536,1136,22,1,1,18
39078,'2008-03-29 00:00:00',1080,1080,9,1,1,12
39079,'2009-05-15 00:00:00',1636,436,1,1,1,10
39080,'2009-03-26 00:00:00',2036,836,1,1,1,10
39081,'2009-12-14 00:00:00',2588,188,22,1,3,71
39082,'2008-01-30 00:00:00',476,476,22,1,3,55
39083,'2008-09-21 00:00:00',1784,584,1,1,1,16
39084,'2009-12-11 00:00:00',2660,260,21,1,2,42
39085,'2009-09-14 00:00:00',2916,516,1,1,1,24
39086,'2009-12-03 00:00:00',3060,660,21,1,2,42
39087,'2007-11-08 00:00:00',184,184,22,1,1,13
39088,'2009-12-21 00:00:00',3436,1036,9,1,1,18
39089,'2008-04-27 00:00:00',308,308,9,1,2,43
39090,'2008-08-17 00:00:00',1312,112,1,1,1,17
39091,'2009-08-27 00:00:00',2660,260,9,1,2,42
39092,'2010-02-04 00:00:00',3004,604,21,1,3,57
39093,'2008-04-18 00:00:00',872,872,1,1,2,41
39094,'2009-02-07 00:00:00',2128,928,14,1,3,55
39095,'2007-11-29 00:00:00',716,716,22,1,1,15
39096,'2010-02-22 00:00:00',2948,548,1,1,1,23
39097,'2008-03-03 00:00:00',780,780,1,1,1,12
39098,'2009-11-15 00:00:00',3372,972,1,1,2,47
39099,'2008-03-10 00:00:00',836,836,22,1,2,50
39100,'2008-05-02 00:00:00',1136,1136,1,1,2,48
39101,'2009-03-16 00:00:00',1384,184,22,1,1,16
39102,'2009-02-22 00:00:00',1476,276,9,1,3,71
39103,'2008-11-22 00:00:00',2048,848,22,1,1,20
39104,'2008-10-09 00:00:00',2172,972,21,1,2,45
39105,'2010-03-19 00:00:00',3456,1056,13,1,3,65
39106,'2007-08-15 00:00:00',360,360,22,1,3,66
39107,'2009-12-21 00:00:00',2548,148,1,1,1,23
39108,'2009-11-26 00:00:00',3260,860,21,1,2,42
39109,'2008-03-31 00:00:00',1016,1016,9,1,1,15
39110,'2010-02-18 00:00:00',3348,948,1,1,1,23
39111,'2009-04-11 00:00:00',2188,988,22,1,3,70
39112,'2009-09-24 00:00:00',3100,700,9,1,3,57
39113,'2007-11-04 00:00:00',36,36,9,1,2,50
39114,'2008-05-05 00:00:00',448,448,22,1,1,14
39115,'2008-01-04 00:00:00',460,460,9,1,3,59
39116,'2007-10-21 00:00:00',548,548,1,1,1,14
39117,'2008-09-27 00:00:00',1652,452,1,1,2,7
39118,'2010-03-17 00:00:00',3040,640,1,1,1,17
39119,'2008-08-07 00:00:00',1448,248,1,1,1,20
39120,'2008-11-14 00:00:00',2148,948,22,1,1,22
39121,'2009-10-11 00:00:00',3216,816,9,1,1,24
39122,'2009-10-05 00:00:00',3336,936,9,1,1,18
39123,'2008-04-21 00:00:00',1056,1056,22,1,1,1
39124,'2009-11-14 00:00:00',2696,296,9,1,3,62
39125,'2010-02-20 00:00:00',2716,316,1,1,1,24
39126,'2008-05-16 00:00:00',228,228,21,1,3,64
39127,'2009-03-26 00:00:00',2236,1036,1,1,1,10
39128,'2007-12-15 00:00:00',456,456,21,1,1,1
39129,'2008-02-13 00:00:00',1112,1112,9,1,1,9
39130,'2008-10-20 00:00:00',1620,420,1,1,2,42
39131,'2009-03-22 00:00:00',2012,812,1,1,1,17
39132,'2010-03-05 00:00:00',3456,1056,16,1,3,65
39133,'2008-04-25 00:00:00',788,788,22,1,3,52
39134,'2009-01-29 00:00:00',1416,216,1,1,1,20
39135,'2009-10-09 00:00:00',3160,760,9,1,2,7
39136,'2008-02-20 00:00:00',512,512,9,1,1,9
39137,'2008-12-07 00:00:00',1520,320,9,1,2,7
39138,'2008-12-15 00:00:00',2216,1016,9,1,1,20
39139,'2009-04-23 00:00:00',2308,1108,1,1,2,49
39140,'2010-02-14 00:00:00',2560,160,22,1,2,7
39141,'2010-03-11 00:00:00',2516,116,1,1,1,24
39142,'2009-10-30 00:00:00',2936,536,1,1,1,18
39143,'2009-04-12 00:00:00',1460,260,22,1,3,72
39144,'2008-05-01 00:00:00',336,336,22,1,2,48
39145,'2007-11-16 00:00:00',1160,1160,22,1,3,57
39146,'2009-05-15 00:00:00',1436,236,1,1,1,10
39147,'2009-02-19 00:00:00',2280,1080,22,1,1,15
39148,'2008-09-20 00:00:00',2312,1112,1,1,1,17
39149,'2009-01-05 00:00:00',2316,1116,22,1,1,22
39150,'2008-01-03 00:00:00',236,236,22,1,2,50
39151,'2009-03-08 00:00:00',1216,16,1,1,1,20
39152,'2008-03-31 00:00:00',16,16,9,1,1,15
39153,'2009-01-11 00:00:00',1248,48,1,1,1,20
39154,'2009-11-29 00:00:00',2516,116,9,1,1,24
39155,'2010-03-10 00:00:00',2516,116,9,1,1,24
39156,'2008-05-17 00:00:00',356,356,13,1,1,1
39157,'2008-09-15 00:00:00',1260,60,21,1,3,61
39158,'2008-10-25 00:00:00',1400,200,22,1,3,56
39159,'2010-01-31 00:00:00',3384,984,1,1,1,20
39160,'2008-03-31 00:00:00',544,544,1,1,1,10
39161,'2007-11-07 00:00:00',936,936,22,1,2,48
39162,'2009-11-07 00:00:00',2612,212,1,1,1,21
39163,'2010-02-28 00:00:00',2912,512,1,1,1,19
39164,'2010-03-19 00:00:00',2876,476,9,1,3,72
39165,'2007-08-31 00:00:00',580,580,1,1,1,12
39166,'2008-08-07 00:00:00',2348,1148,1,1,1,22
39167,'2010-03-26 00:00:00',2704,304,21,1,3,59
39168,'2009-10-24 00:00:00',3452,1052,1,1,2,46
39169,'2007-11-03 00:00:00',84,84,22,1,1,13
39170,'2007-11-30 00:00:00',516,516,22,1,1,15
39171,'2007-12-06 00:00:00',528,528,9,1,3,52
39172,'2010-03-19 00:00:00',2548,148,1,1,1,23
39173,'2008-04-26 00:00:00',36,36,22,1,2,50
39174,'2007-12-14 00:00:00',728,728,9,1,3,64
39175,'2010-03-24 00:00:00',3512,1112,9,1,1,19
39176,'2008-01-30 00:00:00',1060,1060,13,1,3,58
39177,'2009-01-03 00:00:00',1836,636,22,1,1,10
39178,'2007-11-01 00:00:00',160,160,1,1,3,57
39179,'2009-04-27 00:00:00',2248,1048,1,1,1,20
39180,'2009-12-11 00:00:00',2860,460,21,1,2,42
39181,'2008-01-30 00:00:00',336,336,13,1,2,48
39182,'2008-01-05 00:00:00',436,436,1,1,2,50
39183,'2010-02-20 00:00:00',2836,436,1,1,1,18
39184,'2010-03-25 00:00:00',3448,1048,1,1,1,23
39185,'2010-01-09 00:00:00',2660,260,9,1,2,42
39186,'2008-01-24 00:00:00',876,876,22,1,3,55
39187,'2008-03-31 00:00:00',876,876,22,1,3,55
39188,'2008-12-07 00:00:00',1220,20,9,1,2,42
39189,'2009-10-29 00:00:00',3516,1116,1,1,1,24
39190,'2008-08-28 00:00:00',1448,248,1,1,1,20
39191,'2010-03-06 00:00:00',2992,592,13,1,3,70
39192,'2009-10-05 00:00:00',3160,760,9,1,2,7
39193,'2009-12-21 00:00:00',3532,1132,22,1,1,9
39194,'2009-02-15 00:00:00',1880,680,1,1,1,15
39195,'2010-01-17 00:00:00',2664,264,1,1,2,42
39196,'2009-10-02 00:00:00',2780,380,1,1,1,19
39197,'2007-11-10 00:00:00',928,928,21,1,3,51
39198,'2008-01-26 00:00:00',536,536,21,1,2,48
39199,'2010-03-03 00:00:00',3004,604,22,1,3,57
39200,'2009-11-09 00:00:00',3068,668,1,1,2,46
39201,'2009-03-08 00:00:00',2016,816,1,1,1,20
39202,'2009-10-01 00:00:00',3460,1060,21,1,2,42
39203,'2009-11-14 00:00:00',3048,648,1,1,1,23
39204,'2007-11-03 00:00:00',36,36,9,1,2,50
39205,'2010-02-19 00:00:00',2912,512,1,1,1,19
39206,'2007-09-23 00:00:00',140,140,10,1,2,48
39207,'2009-05-03 00:00:00',1316,116,22,1,1,22
39208,'2010-01-07 00:00:00',2412,12,1,1,1,21
39209,'2008-03-03 00:00:00',380,380,1,1,1,12
39210,'2008-08-11 00:00:00',1748,548,22,1,1,22
39211,'2009-02-13 00:00:00',2248,1048,22,1,1,20
39212,'2009-05-02 00:00:00',2260,1060,22,1,3,61
39213,'2009-09-24 00:00:00',2500,100,9,1,3,71
39214,'2009-12-21 00:00:00',2832,432,22,1,1,9
39215,'2008-02-16 00:00:00',1048,1048,9,1,1,14
39216,'2008-04-24 00:00:00',1128,1128,9,1,3,53
39217,'2008-09-08 00:00:00',2136,936,1,1,1,10
39218,'2008-01-24 00:00:00',160,160,9,1,3,57
39219,'2010-03-06 00:00:00',2968,568,1,1,2,44
39220,'2009-01-11 00:00:00',1828,628,9,1,3,65
39221,'2008-04-18 00:00:00',912,912,9,1,1,9
39222,'2007-08-15 00:00:00',548,548,22,1,1,14
39223,'2009-11-29 00:00:00',3056,656,14,1,3,65
39224,'2010-03-13 00:00:00',3068,668,1,1,2,46
39225,'2008-05-24 00:00:00',408,408,22,1,2,45
39226,'2008-03-08 00:00:00',480,480,1,1,1,12
39227,'2009-10-05 00:00:00',3436,1036,9,1,1,18
39228,'2008-04-11 00:00:00',96,96,22,1,3,70
39229,'2008-02-23 00:00:00',148,148,1,1,1,14
39230,'2007-12-06 00:00:00',428,428,9,1,3,51
39231,'2008-02-07 00:00:00',560,560,22,1,3,58
39232,'2008-11-09 00:00:00',1920,720,9,1,2,7
39233,'2008-04-18 00:00:00',112,112,9,1,1,9
39234,'2008-03-06 00:00:00',236,236,1,1,2,50
39235,'2008-02-10 00:00:00',560,560,22,1,3,58
39236,'2008-02-09 00:00:00',760,760,22,1,3,71
39237,'2009-03-23 00:00:00',1420,220,9,1,2,42
39238,'2009-01-12 00:00:00',2336,1136,1,1,1,10
39239,'2007-12-12 00:00:00',828,828,9,1,3,69
39240,'2008-11-08 00:00:00',1612,412,1,1,1,17
39241,'2008-08-10 00:00:00',2348,1148,1,1,1,22
39242,'2009-03-26 00:00:00',2348,1148,1,1,1,22
39243,'2010-02-25 00:00:00',3512,1112,1,1,1,19
39244,'2007-11-18 00:00:00',712,712,1,1,1,9
39245,'2008-04-20 00:00:00',748,748,1,1,1,14
