DisciplineID,StudentID,SISStudentID,EventFacilityID,DisciplineEventCodeID,EventDate,EventReportingStaffID,DisciplineActionCodeID,ActionDate,ActionStaffID,ResolutionDate
611,1254,54,1,67,'2009-10-26 00:00:00',6,32,'2009-11-02 00:00:00',1,
612,1254,54,1,52,'2009-11-02 00:00:00',6,35,'2009-11-09 00:00:00',1,
613,1254,54,1,9,'2009-11-09 00:00:00',6,2,'2009-11-16 00:00:00',1,
614,1254,54,1,76,'2009-11-16 00:00:00',6,4,'2009-11-23 00:00:00',1,
615,1254,54,1,69,'2009-11-23 00:00:00',6,9,'2009-11-30 00:00:00',1,
616,1254,54,1,80,'2009-11-30 00:00:00',6,18,'2009-12-07 00:00:00',1,
617,1254,54,1,67,'2009-12-07 00:00:00',6,32,'2009-12-14 00:00:00',1,
618,1254,54,1,52,'2009-12-14 00:00:00',6,35,'2009-12-21 00:00:00',1,
619,1264,64,3,9,'2009-12-21 00:00:00',6,2,'2009-12-28 00:00:00',1,
620,1264,64,3,76,'2009-12-28 00:00:00',6,4,'2010-01-04 00:00:00',1,
621,1264,64,3,69,'2010-01-04 00:00:00',6,9,'2010-01-11 00:00:00',1,
622,1264,64,3,80,'2010-01-11 00:00:00',6,18,'2010-01-18 00:00:00',1,
623,1264,64,3,67,'2010-01-18 00:00:00',6,32,'2010-01-25 00:00:00',1,
624,1264,64,3,52,'2010-01-25 00:00:00',6,35,'2010-02-01 00:00:00',1,
625,1264,64,3,9,'2010-02-01 00:00:00',6,2,'2010-02-08 00:00:00',1,
626,1264,64,3,76,'2010-02-08 00:00:00',6,4,'2010-02-15 00:00:00',1,
627,1274,74,2,69,'2010-02-15 00:00:00',6,9,'2010-02-22 00:00:00',1,
628,1274,74,2,80,'2010-02-22 00:00:00',6,18,'2010-03-01 00:00:00',1,
629,1274,74,2,67,'2010-03-01 00:00:00',6,32,'2010-03-08 00:00:00',1,
630,1284,84,1,52,'2008-09-03 00:00:00',6,35,'2008-09-10 00:00:00',1,
631,1294,94,3,9,'2008-09-10 00:00:00',6,2,'2008-09-17 00:00:00',1,
632,1304,104,3,76,'2008-09-17 00:00:00',6,4,'2008-09-24 00:00:00',1,
633,1304,104,3,69,'2008-09-24 00:00:00',6,9,'2008-10-01 00:00:00',1,
634,1304,104,3,80,'2008-10-01 00:00:00',6,18,'2008-10-08 00:00:00',1,
635,1304,104,3,67,'2008-10-08 00:00:00',6,32,'2008-10-15 00:00:00',1,
636,1304,104,3,52,'2008-10-15 00:00:00',6,35,'2008-10-22 00:00:00',1,
637,1314,114,1,9,'2008-10-22 00:00:00',6,2,'2008-10-29 00:00:00',1,
638,1314,114,1,76,'2008-10-29 00:00:00',6,4,'2008-11-05 00:00:00',1,
639,1314,114,1,69,'2008-11-05 00:00:00',6,9,'2008-11-12 00:00:00',1,
640,1324,124,1,80,'2008-11-12 00:00:00',6,18,'2008-11-19 00:00:00',1,
641,1324,124,1,67,'2008-11-19 00:00:00',6,32,'2008-11-26 00:00:00',1,
642,1324,124,1,52,'2008-11-26 00:00:00',6,35,'2008-12-03 00:00:00',1,
643,1324,124,1,9,'2008-12-03 00:00:00',6,2,'2008-12-10 00:00:00',1,
644,1324,124,1,76,'2008-12-10 00:00:00',6,4,'2008-12-17 00:00:00',1,
645,1324,124,1,69,'2008-12-17 00:00:00',6,9,'2008-12-24 00:00:00',1,
646,1324,124,1,80,'2008-12-24 00:00:00',6,18,'2008-12-31 00:00:00',1,
647,1324,124,1,67,'2008-12-31 00:00:00',6,32,'2009-01-07 00:00:00',1,
648,1324,124,1,52,'2009-01-07 00:00:00',6,35,'2009-01-14 00:00:00',1,
649,1324,124,1,9,'2009-01-14 00:00:00',6,2,'2009-01-21 00:00:00',1,
650,1324,124,1,76,'2009-01-21 00:00:00',6,4,'2009-01-28 00:00:00',1,
651,1334,134,2,69,'2009-01-28 00:00:00',6,9,'2009-02-04 00:00:00',1,
652,1334,134,2,80,'2009-02-04 00:00:00',6,18,'2009-02-11 00:00:00',1,
653,1334,134,2,67,'2009-02-11 00:00:00',6,32,'2009-02-18 00:00:00',1,
654,1334,134,2,52,'2009-02-18 00:00:00',6,35,'2009-02-25 00:00:00',1,
655,1334,134,2,9,'2009-02-25 00:00:00',6,2,'2009-03-04 00:00:00',1,
656,1344,144,1,76,'2009-03-04 00:00:00',6,4,'2009-03-11 00:00:00',1,
657,1344,144,1,69,'2009-03-11 00:00:00',6,9,'2009-03-18 00:00:00',1,
658,1344,144,1,80,'2009-03-18 00:00:00',6,18,'2009-03-25 00:00:00',1,
659,1344,144,1,67,'2009-03-25 00:00:00',6,32,'2009-04-01 00:00:00',1,
660,1344,144,1,52,'2009-04-01 00:00:00',6,35,'2009-04-08 00:00:00',1,
661,1344,144,1,9,'2009-04-08 00:00:00',6,2,'2009-04-15 00:00:00',1,
662,1344,144,1,76,'2009-04-15 00:00:00',6,4,'2009-04-22 00:00:00',1,
663,1354,154,1,69,'2009-04-22 00:00:00',6,9,'2009-04-29 00:00:00',1,
664,1354,154,1,80,'2009-04-29 00:00:00',6,18,'2009-05-06 00:00:00',1,
665,1364,164,3,67,'2009-05-06 00:00:00',6,32,'2009-05-13 00:00:00',1,
666,1364,164,3,52,'2009-05-13 00:00:00',6,35,'2009-05-20 00:00:00',1,
673,1384,184,1,9,'2009-08-31 00:00:00',6,2,'2009-09-07 00:00:00',1,
674,1384,184,1,76,'2009-09-07 00:00:00',6,4,'2009-09-14 00:00:00',1,
675,1384,184,1,69,'2009-09-14 00:00:00',6,9,'2009-09-21 00:00:00',1,
676,1384,184,1,80,'2009-09-21 00:00:00',6,18,'2009-09-28 00:00:00',1,
677,1384,184,1,67,'2009-09-28 00:00:00',6,32,'2009-10-05 00:00:00',1,
678,1384,184,1,52,'2009-10-05 00:00:00',6,35,'2009-10-12 00:00:00',1,
679,1384,184,1,9,'2009-10-12 00:00:00',6,2,'2009-10-19 00:00:00',1,
680,1384,184,1,76,'2009-10-19 00:00:00',6,4,'2009-10-26 00:00:00',1,
681,1394,194,3,69,'2009-10-26 00:00:00',6,9,'2009-11-02 00:00:00',1,
682,1394,194,3,80,'2009-11-02 00:00:00',6,18,'2009-11-09 00:00:00',1,
683,1394,194,3,67,'2009-11-09 00:00:00',6,32,'2009-11-16 00:00:00',1,
684,1404,204,3,52,'2009-11-16 00:00:00',6,35,'2009-11-23 00:00:00',1,
685,1414,214,1,9,'2008-09-03 00:00:00',6,2,'2008-09-10 00:00:00',1,
686,1414,214,1,76,'2008-09-10 00:00:00',6,4,'2008-09-17 00:00:00',1,
687,1414,214,1,69,'2008-09-17 00:00:00',6,9,'2008-09-24 00:00:00',1,
688,1414,214,1,80,'2008-09-24 00:00:00',6,18,'2008-10-01 00:00:00',1,
689,1414,214,1,67,'2008-10-01 00:00:00',6,32,'2008-10-08 00:00:00',1,
690,1424,224,1,52,'2008-10-08 00:00:00',6,35,'2008-10-15 00:00:00',1,
691,1424,224,1,9,'2008-10-15 00:00:00',6,2,'2008-10-22 00:00:00',1,
692,1424,224,1,76,'2008-10-22 00:00:00',6,4,'2008-10-29 00:00:00',1,
693,1424,224,1,69,'2008-10-29 00:00:00',6,9,'2008-11-05 00:00:00',1,
694,1424,224,1,80,'2008-11-05 00:00:00',6,18,'2008-11-12 00:00:00',1,
695,1424,224,1,67,'2008-11-12 00:00:00',6,32,'2008-11-19 00:00:00',1,
696,1424,224,1,52,'2008-11-19 00:00:00',6,35,'2008-11-26 00:00:00',1,
697,1434,234,2,9,'2008-11-26 00:00:00',6,2,'2008-12-03 00:00:00',1,
698,1434,234,2,76,'2008-12-03 00:00:00',6,4,'2008-12-10 00:00:00',1,
699,1434,234,2,69,'2008-12-10 00:00:00',6,9,'2008-12-17 00:00:00',1,
700,1434,234,2,80,'2008-12-17 00:00:00',6,18,'2008-12-24 00:00:00',1,
701,1434,234,2,67,'2008-12-24 00:00:00',6,32,'2008-12-31 00:00:00',1,
702,1434,234,2,52,'2008-12-31 00:00:00',6,35,'2009-01-07 00:00:00',1,
703,1434,234,2,9,'2009-01-07 00:00:00',6,2,'2009-01-14 00:00:00',1,
704,1434,234,2,76,'2009-01-14 00:00:00',6,4,'2009-01-21 00:00:00',1,
705,1434,234,2,69,'2009-01-21 00:00:00',6,9,'2009-01-28 00:00:00',1,
706,1444,244,1,80,'2009-01-28 00:00:00',6,18,'2009-02-04 00:00:00',1,
707,1444,244,1,67,'2009-02-04 00:00:00',6,32,'2009-02-11 00:00:00',1,
708,1444,244,1,52,'2009-02-11 00:00:00',6,35,'2009-02-18 00:00:00',1,
709,1444,244,1,9,'2009-02-18 00:00:00',6,2,'2009-02-25 00:00:00',1,
710,1444,244,1,76,'2009-02-25 00:00:00',6,4,'2009-03-04 00:00:00',1,
711,1444,244,1,69,'2009-03-04 00:00:00',6,9,'2009-03-11 00:00:00',1,
712,1444,244,1,80,'2009-03-11 00:00:00',6,18,'2009-03-18 00:00:00',1,
713,1444,244,1,67,'2009-03-18 00:00:00',6,32,'2009-03-25 00:00:00',1,
714,1444,244,1,52,'2009-03-25 00:00:00',6,35,'2009-04-01 00:00:00',1,
715,1454,254,1,9,'2009-04-01 00:00:00',6,2,'2009-04-08 00:00:00',1,
716,1454,254,1,76,'2009-04-08 00:00:00',6,4,'2009-04-15 00:00:00',1,
717,1454,254,1,69,'2009-04-15 00:00:00',6,9,'2009-04-22 00:00:00',1,
718,1454,254,1,80,'2009-04-22 00:00:00',6,18,'2009-04-29 00:00:00',1,
719,1454,254,1,67,'2009-04-29 00:00:00',6,32,'2009-05-06 00:00:00',1,
720,1454,254,1,52,'2009-05-06 00:00:00',6,35,'2009-05-13 00:00:00',1,
721,1454,254,1,9,'2009-05-13 00:00:00',6,2,'2009-05-20 00:00:00',1,
722,1454,254,1,76,'2009-05-20 00:00:00',6,4,'2009-05-27 00:00:00',1,
723,1454,254,1,69,'2009-05-27 00:00:00',6,9,'2009-06-03 00:00:00',1,
724,1464,264,3,80,'2009-08-03 00:00:00',6,18,'2009-08-10 00:00:00',1,
725,1464,264,3,67,'2009-08-10 00:00:00',6,32,'2009-08-17 00:00:00',1,
726,1464,264,3,52,'2009-08-17 00:00:00',6,35,'2009-08-24 00:00:00',1,
727,1464,264,3,9,'2009-08-24 00:00:00',6,2,'2009-08-31 00:00:00',1,
728,1464,264,3,76,'2009-08-31 00:00:00',6,4,'2009-09-07 00:00:00',1,
729,1464,264,3,69,'2009-09-07 00:00:00',6,9,'2009-09-14 00:00:00',1,
730,1464,264,3,80,'2009-09-14 00:00:00',6,18,'2009-09-21 00:00:00',1,
731,1464,264,3,67,'2009-09-21 00:00:00',6,32,'2009-09-28 00:00:00',1,
732,1474,274,2,52,'2009-09-28 00:00:00',6,35,'2009-10-05 00:00:00',1,
733,1474,274,2,9,'2009-10-05 00:00:00',6,2,'2009-10-12 00:00:00',1,
734,1474,274,2,76,'2009-10-12 00:00:00',6,4,'2009-10-19 00:00:00',1,
735,1484,284,1,69,'2009-10-19 00:00:00',6,9,'2009-10-26 00:00:00',1,
736,1494,294,3,80,'2009-10-26 00:00:00',6,18,'2009-11-02 00:00:00',1,
737,1504,304,3,67,'2009-11-02 00:00:00',6,32,'2009-11-09 00:00:00',1,
738,1504,304,3,52,'2009-11-09 00:00:00',6,35,'2009-11-16 00:00:00',1,
739,1504,304,3,9,'2009-11-16 00:00:00',6,2,'2009-11-23 00:00:00',1,
740,1504,304,3,76,'2009-11-23 00:00:00',6,4,'2009-11-30 00:00:00',1,
741,1504,304,3,69,'2009-11-30 00:00:00',6,9,'2009-12-07 00:00:00',1,
742,1514,314,1,80,'2009-12-07 00:00:00',6,18,'2009-12-14 00:00:00',1,
743,1514,314,1,67,'2009-12-14 00:00:00',6,32,'2009-12-21 00:00:00',1,
744,1514,314,1,52,'2009-12-21 00:00:00',6,35,'2009-12-28 00:00:00',1,
745,1514,314,1,9,'2009-12-28 00:00:00',6,2,'2010-01-04 00:00:00',1,
746,1514,314,1,76,'2010-01-04 00:00:00',6,4,'2010-01-11 00:00:00',1,
747,1514,314,1,69,'2010-01-11 00:00:00',6,9,'2010-01-18 00:00:00',1,
748,1514,314,1,80,'2010-01-18 00:00:00',6,18,'2010-01-25 00:00:00',1,
749,1524,324,1,67,'2010-01-25 00:00:00',6,32,'2010-02-01 00:00:00',1,
750,1524,324,1,52,'2010-02-01 00:00:00',6,35,'2010-02-08 00:00:00',1,
751,1524,324,1,9,'2010-02-08 00:00:00',6,2,'2010-02-15 00:00:00',1,
752,1524,324,1,76,'2010-02-15 00:00:00',6,4,'2010-02-22 00:00:00',1,
753,1524,324,1,69,'2010-02-22 00:00:00',6,9,'2010-03-01 00:00:00',1,
754,1524,324,1,80,'2010-03-01 00:00:00',6,18,'2010-03-08 00:00:00',1,
755,1524,324,1,67,'2010-03-08 00:00:00',6,32,'2010-03-15 00:00:00',1,
756,1524,324,1,52,'2010-03-15 00:00:00',6,35,'2010-03-22 00:00:00',1,
757,1524,324,1,9,'2010-03-22 00:00:00',6,2,'2010-03-29 00:00:00',1,
758,1534,334,2,76,'2008-09-03 00:00:00',6,4,'2008-09-10 00:00:00',1,
759,1534,334,2,69,'2008-09-10 00:00:00',6,9,'2008-09-17 00:00:00',1,
760,1534,334,2,80,'2008-09-17 00:00:00',6,18,'2008-09-24 00:00:00',1,
761,1534,334,2,67,'2008-09-24 00:00:00',6,32,'2008-10-01 00:00:00',1,
762,1534,334,2,52,'2008-10-01 00:00:00',6,35,'2008-10-08 00:00:00',1,
763,1534,334,2,9,'2008-10-08 00:00:00',6,2,'2008-10-15 00:00:00',1,
764,1534,334,2,76,'2008-10-15 00:00:00',6,4,'2008-10-22 00:00:00',1,
765,1534,334,2,69,'2008-10-22 00:00:00',6,9,'2008-10-29 00:00:00',1,
766,1544,344,1,80,'2008-10-29 00:00:00',6,18,'2008-11-05 00:00:00',1,
767,1544,344,1,67,'2008-11-05 00:00:00',6,32,'2008-11-12 00:00:00',1,
768,1544,344,1,52,'2008-11-12 00:00:00',6,35,'2008-11-19 00:00:00',1,
769,1544,344,1,9,'2008-11-19 00:00:00',6,2,'2008-11-26 00:00:00',1,
770,1544,344,1,76,'2008-11-26 00:00:00',6,4,'2008-12-03 00:00:00',1,
771,1544,344,1,69,'2008-12-03 00:00:00',6,9,'2008-12-10 00:00:00',1,
772,1544,344,1,80,'2008-12-10 00:00:00',6,18,'2008-12-17 00:00:00',1,
773,1544,344,1,67,'2008-12-17 00:00:00',6,32,'2008-12-24 00:00:00',1,
774,1544,344,1,52,'2008-12-24 00:00:00',6,35,'2008-12-31 00:00:00',1,
775,1554,354,1,9,'2008-12-31 00:00:00',6,2,'2009-01-07 00:00:00',1,
776,1554,354,1,76,'2009-01-07 00:00:00',6,4,'2009-01-14 00:00:00',1,
777,1554,354,1,69,'2009-01-14 00:00:00',6,9,'2009-01-21 00:00:00',1,
778,1554,354,1,80,'2009-01-21 00:00:00',6,18,'2009-01-28 00:00:00',1,
779,1564,364,3,67,'2009-01-28 00:00:00',6,32,'2009-02-04 00:00:00',1,
780,1564,364,3,52,'2009-02-04 00:00:00',6,35,'2009-02-11 00:00:00',1,
781,1564,364,3,9,'2009-02-11 00:00:00',6,2,'2009-02-18 00:00:00',1,
782,1564,364,3,76,'2009-02-18 00:00:00',6,4,'2009-02-25 00:00:00',1,
783,1564,364,3,69,'2009-02-25 00:00:00',6,9,'2009-03-04 00:00:00',1,
784,1564,364,3,80,'2009-03-04 00:00:00',6,18,'2009-03-11 00:00:00',1,
785,1564,364,3,67,'2009-03-11 00:00:00',6,32,'2009-03-18 00:00:00',1,
786,1564,364,3,52,'2009-03-18 00:00:00',6,35,'2009-03-25 00:00:00',1,
787,1574,374,2,9,'2009-03-25 00:00:00',6,2,'2009-04-01 00:00:00',1,
788,1574,374,2,76,'2009-04-01 00:00:00',6,4,'2009-04-08 00:00:00',1,
789,1574,374,2,69,'2009-04-08 00:00:00',6,9,'2009-04-15 00:00:00',1,
790,1584,384,1,80,'2009-04-15 00:00:00',6,18,'2009-04-22 00:00:00',1,
791,1584,384,1,67,'2009-04-22 00:00:00',6,32,'2009-04-29 00:00:00',1,
792,1584,384,1,52,'2009-04-29 00:00:00',6,35,'2009-05-06 00:00:00',1,
793,1584,384,1,9,'2009-05-06 00:00:00',6,2,'2009-05-13 00:00:00',1,
794,1584,384,1,76,'2009-05-13 00:00:00',6,4,'2009-05-20 00:00:00',1,
795,1594,394,3,69,'2009-05-20 00:00:00',6,9,'2009-05-27 00:00:00',1,
796,1594,394,3,80,'2009-05-27 00:00:00',6,18,'2009-06-03 00:00:00',1,
797,1594,394,3,67,'2009-08-03 00:00:00',6,32,'2009-08-10 00:00:00',1,
798,1594,394,3,52,'2009-08-10 00:00:00',6,35,'2009-08-17 00:00:00',1,
799,1594,394,3,9,'2009-08-17 00:00:00',6,2,'2009-08-24 00:00:00',1,
800,1594,394,3,76,'2009-08-24 00:00:00',6,4,'2009-08-31 00:00:00',1,
801,1594,394,3,69,'2009-08-31 00:00:00',6,9,'2009-09-07 00:00:00',1,
802,1604,404,3,80,'2009-09-07 00:00:00',6,18,'2009-09-14 00:00:00',1,
803,1604,404,3,67,'2009-09-14 00:00:00',6,32,'2009-09-21 00:00:00',1,
804,1604,404,3,52,'2009-09-21 00:00:00',6,35,'2009-09-28 00:00:00',1,
805,1604,404,3,9,'2009-09-28 00:00:00',6,2,'2009-10-05 00:00:00',1,
806,1604,404,3,76,'2009-10-05 00:00:00',6,4,'2009-10-12 00:00:00',1,
807,1604,404,3,69,'2009-10-12 00:00:00',6,9,'2009-10-19 00:00:00',1,
808,1604,404,3,80,'2009-10-19 00:00:00',6,18,'2009-10-26 00:00:00',1,
809,1604,404,3,67,'2009-10-26 00:00:00',6,32,'2009-11-02 00:00:00',1,
810,1604,404,3,52,'2009-11-02 00:00:00',6,35,'2009-11-09 00:00:00',1,
811,1614,414,1,9,'2009-11-09 00:00:00',6,2,'2009-11-16 00:00:00',1,
812,1614,414,1,76,'2009-11-16 00:00:00',6,4,'2009-11-23 00:00:00',1,
813,1614,414,1,69,'2009-11-23 00:00:00',6,9,'2009-11-30 00:00:00',1,
814,1614,414,1,80,'2009-11-30 00:00:00',6,18,'2009-12-07 00:00:00',1,
815,1614,414,1,67,'2009-12-07 00:00:00',6,32,'2009-12-14 00:00:00',1,
816,1614,414,1,52,'2009-12-14 00:00:00',6,35,'2009-12-21 00:00:00',1,
817,1614,414,1,9,'2009-12-21 00:00:00',6,2,'2009-12-28 00:00:00',1,
818,1614,414,1,76,'2009-12-28 00:00:00',6,4,'2010-01-04 00:00:00',1,
819,1624,424,1,69,'2010-01-04 00:00:00',6,9,'2010-01-11 00:00:00',1,
820,1624,424,1,80,'2010-01-11 00:00:00',6,18,'2010-01-18 00:00:00',1,
821,1624,424,1,67,'2010-01-18 00:00:00',6,32,'2010-01-25 00:00:00',1,
822,1624,424,1,52,'2010-01-25 00:00:00',6,35,'2010-02-01 00:00:00',1,
823,1624,424,1,9,'2010-02-01 00:00:00',6,2,'2010-02-08 00:00:00',1,
824,1624,424,1,76,'2010-02-08 00:00:00',6,4,'2010-02-15 00:00:00',1,
825,1624,424,1,69,'2010-02-15 00:00:00',6,9,'2010-02-22 00:00:00',1,
826,1624,424,1,80,'2010-02-22 00:00:00',6,18,'2010-03-01 00:00:00',1,
827,1624,424,1,67,'2010-03-01 00:00:00',6,32,'2010-03-08 00:00:00',1,
828,1634,434,2,52,'2010-03-08 00:00:00',6,35,'2010-03-15 00:00:00',1,
829,1634,434,2,9,'2010-03-15 00:00:00',6,2,'2010-03-22 00:00:00',1,
830,1634,434,2,76,'2010-03-22 00:00:00',6,4,'2010-03-29 00:00:00',1,
831,1634,434,2,69,'2010-03-29 00:00:00',6,9,'2010-04-05 00:00:00',1,
832,1634,434,2,80,'2010-04-05 00:00:00',6,18,'2010-04-12 00:00:00',1,
833,1634,434,2,67,'2010-04-12 00:00:00',6,32,'2010-04-19 00:00:00',1,
834,1634,434,2,52,'2010-04-19 00:00:00',6,35,'2010-04-26 00:00:00',1,
835,1634,434,2,9,'2010-04-26 00:00:00',6,2,'2010-05-03 00:00:00',1,
836,1644,444,1,76,'2010-05-03 00:00:00',6,4,'2010-05-10 00:00:00',1,
837,1644,444,1,69,'2010-05-10 00:00:00',6,9,'2010-05-17 00:00:00',1,
838,1644,444,1,80,'2010-05-17 00:00:00',6,18,'2010-05-24 00:00:00',1,
839,1654,454,1,67,'2010-05-24 00:00:00',6,32,'2010-05-31 00:00:00',1,
840,1664,464,3,52,'2008-09-03 00:00:00',6,35,'2008-09-10 00:00:00',1,
841,1674,474,2,9,'2008-09-10 00:00:00',6,2,'2008-09-17 00:00:00',1,
842,1674,474,2,76,'2008-09-17 00:00:00',6,4,'2008-09-24 00:00:00',1,
843,1674,474,2,69,'2008-09-24 00:00:00',6,9,'2008-10-01 00:00:00',1,
844,1674,474,2,80,'2008-10-01 00:00:00',6,18,'2008-10-08 00:00:00',1,
845,1674,474,2,67,'2008-10-08 00:00:00',6,32,'2008-10-15 00:00:00',1,
846,1684,484,1,52,'2008-10-15 00:00:00',6,35,'2008-10-22 00:00:00',1,
847,1684,484,1,9,'2008-10-22 00:00:00',6,2,'2008-10-29 00:00:00',1,
848,1684,484,1,76,'2008-10-29 00:00:00',6,4,'2008-11-05 00:00:00',1,
849,1694,494,3,69,'2008-11-05 00:00:00',6,9,'2008-11-12 00:00:00',1,
850,1694,494,3,80,'2008-11-12 00:00:00',6,18,'2008-11-19 00:00:00',1,
851,1694,494,3,67,'2008-11-19 00:00:00',6,32,'2008-11-26 00:00:00',1,
852,1694,494,3,52,'2008-11-26 00:00:00',6,35,'2008-12-03 00:00:00',1,
853,1694,494,3,9,'2008-12-03 00:00:00',6,2,'2008-12-10 00:00:00',1,
854,1694,494,3,76,'2008-12-10 00:00:00',6,4,'2008-12-17 00:00:00',1,
855,1694,494,3,69,'2008-12-17 00:00:00',6,9,'2008-12-24 00:00:00',1,
856,1694,494,3,80,'2008-12-24 00:00:00',6,18,'2008-12-31 00:00:00',1,
857,1694,494,3,67,'2008-12-31 00:00:00',6,32,'2009-01-07 00:00:00',1,
858,1694,494,3,52,'2009-01-07 00:00:00',6,35,'2009-01-14 00:00:00',1,
859,1694,494,3,9,'2009-01-14 00:00:00',6,2,'2009-01-21 00:00:00',1,
860,1704,504,3,76,'2009-01-21 00:00:00',6,4,'2009-01-28 00:00:00',1,
861,1704,504,3,69,'2009-01-28 00:00:00',6,9,'2009-02-04 00:00:00',1,
862,1704,504,3,80,'2009-02-04 00:00:00',6,18,'2009-02-11 00:00:00',1,
863,1704,504,3,67,'2009-02-11 00:00:00',6,32,'2009-02-18 00:00:00',1,
864,1714,514,1,52,'2009-02-18 00:00:00',6,35,'2009-02-25 00:00:00',1,
865,1714,514,1,9,'2009-02-25 00:00:00',6,2,'2009-03-04 00:00:00',1,
866,1714,514,1,76,'2009-03-04 00:00:00',6,4,'2009-03-11 00:00:00',1,
867,1714,514,1,69,'2009-03-11 00:00:00',6,9,'2009-03-18 00:00:00',1,
868,1714,514,1,80,'2009-03-18 00:00:00',6,18,'2009-03-25 00:00:00',1,
869,1714,514,1,67,'2009-03-25 00:00:00',6,32,'2009-04-01 00:00:00',1,
870,1714,514,1,52,'2009-04-01 00:00:00',6,35,'2009-04-08 00:00:00',1,
871,1714,514,1,9,'2009-04-08 00:00:00',6,2,'2009-04-15 00:00:00',1,
872,1724,524,1,76,'2009-04-15 00:00:00',6,4,'2009-04-22 00:00:00',1,
873,1724,524,1,69,'2009-04-22 00:00:00',6,9,'2009-04-29 00:00:00',1,
874,1724,524,1,80,'2009-04-29 00:00:00',6,18,'2009-05-06 00:00:00',1,
875,1724,524,1,67,'2009-05-06 00:00:00',6,32,'2009-05-13 00:00:00',1,
876,1724,524,1,52,'2009-05-13 00:00:00',6,35,'2009-05-20 00:00:00',1,
877,1724,524,1,9,'2009-05-20 00:00:00',6,2,'2009-05-27 00:00:00',1,
878,1724,524,1,76,'2009-05-27 00:00:00',6,4,'2009-06-03 00:00:00',1,
879,1724,524,1,69,'2009-08-03 00:00:00',6,9,'2009-08-10 00:00:00',1,
880,1724,524,1,80,'2009-08-10 00:00:00',6,18,'2009-08-17 00:00:00',1,
881,1734,534,2,67,'2009-08-17 00:00:00',6,32,'2009-08-24 00:00:00',1,
882,1734,534,2,52,'2009-08-24 00:00:00',6,35,'2009-08-31 00:00:00',1,
883,1734,534,2,9,'2009-08-31 00:00:00',6,2,'2009-09-07 00:00:00',1,
884,1734,534,2,76,'2009-09-07 00:00:00',6,4,'2009-09-14 00:00:00',1,
885,1734,534,2,69,'2009-09-14 00:00:00',6,9,'2009-09-21 00:00:00',1,
886,1734,534,2,80,'2009-09-21 00:00:00',6,18,'2009-09-28 00:00:00',1,
887,1734,534,2,67,'2009-09-28 00:00:00',6,32,'2009-10-05 00:00:00',1,
888,1734,534,2,52,'2009-10-05 00:00:00',6,35,'2009-10-12 00:00:00',1,
889,1744,544,1,9,'2009-10-12 00:00:00',6,2,'2009-10-19 00:00:00',1,
890,1744,544,1,76,'2009-10-19 00:00:00',6,4,'2009-10-26 00:00:00',1,
891,1744,544,1,69,'2009-10-26 00:00:00',6,9,'2009-11-02 00:00:00',1,
892,1754,554,1,80,'2009-11-02 00:00:00',6,18,'2009-11-09 00:00:00',1,
893,1764,564,3,67,'2009-11-09 00:00:00',6,32,'2009-11-16 00:00:00',1,
894,1774,574,2,52,'2009-11-16 00:00:00',6,35,'2009-11-23 00:00:00',1,
895,1774,574,2,9,'2009-11-23 00:00:00',6,2,'2009-11-30 00:00:00',1,
896,1774,574,2,76,'2009-11-30 00:00:00',6,4,'2009-12-07 00:00:00',1,
897,1774,574,2,69,'2009-12-07 00:00:00',6,9,'2009-12-14 00:00:00',1,
898,1774,574,2,80,'2009-12-14 00:00:00',6,18,'2009-12-21 00:00:00',1,
899,1784,584,1,67,'2008-09-03 00:00:00',6,32,'2008-09-10 00:00:00',1,
900,1784,584,1,52,'2008-09-10 00:00:00',6,35,'2008-09-17 00:00:00',1,
901,1784,584,1,9,'2008-09-17 00:00:00',6,2,'2008-09-24 00:00:00',1,
902,1794,594,3,76,'2008-09-24 00:00:00',6,4,'2008-10-01 00:00:00',1,
903,1794,594,3,69,'2008-10-01 00:00:00',6,9,'2008-10-08 00:00:00',1,
904,1794,594,3,80,'2008-10-08 00:00:00',6,18,'2008-10-15 00:00:00',1,
905,1794,594,3,67,'2008-10-15 00:00:00',6,32,'2008-10-22 00:00:00',1,
906,1794,594,3,52,'2008-10-22 00:00:00',6,35,'2008-10-29 00:00:00',1,
907,1794,594,3,9,'2008-10-29 00:00:00',6,2,'2008-11-05 00:00:00',1,
908,1794,594,3,76,'2008-11-05 00:00:00',6,4,'2008-11-12 00:00:00',1,
909,1794,594,3,69,'2008-11-12 00:00:00',6,9,'2008-11-19 00:00:00',1,
910,1794,594,3,80,'2008-11-19 00:00:00',6,18,'2008-11-26 00:00:00',1,
911,1794,594,3,67,'2008-11-26 00:00:00',6,32,'2008-12-03 00:00:00',1,
912,1794,594,3,52,'2008-12-03 00:00:00',6,35,'2008-12-10 00:00:00',1,
913,1804,604,3,9,'2008-12-10 00:00:00',6,2,'2008-12-17 00:00:00',1,
914,1804,604,3,76,'2008-12-17 00:00:00',6,4,'2008-12-24 00:00:00',1,
915,1804,604,3,69,'2008-12-24 00:00:00',6,9,'2008-12-31 00:00:00',1,
916,1804,604,3,80,'2008-12-31 00:00:00',6,18,'2009-01-07 00:00:00',1,
917,1814,614,1,67,'2009-01-07 00:00:00',6,32,'2009-01-14 00:00:00',1,
918,1814,614,1,52,'2009-01-14 00:00:00',6,35,'2009-01-21 00:00:00',1,
