HSGTDomainScoreID,HSGTScoreID,HSGTDomainID,DomainRawScore,PossibleDomainRawScore
11559,2791,5,11.00,14.00
11560,2791,6,12.00,16.00
11561,2791,7,7.00,11.00
11562,2791,8,8.00,13.00
11563,2791,9,8.00,12.00
11564,2792,10,15.00,18.00
11565,2792,11,9.00,17.00
11566,2792,12,11.00,20.00
11567,2792,13,17.00,18.00
11568,2792,14,12.00,13.00
11569,2793,1,15.00,24.00
11570,2793,2,13.00,21.00
11571,2793,3,0.00,0.00
11572,2794,15,6.00,12.00
11573,2794,16,10.00,14.00
11574,2794,17,15.00,21.00
11575,2794,18,13.00,18.00
11576,2795,4,13.00,14.00
11577,2795,5,13.00,14.00
11578,2795,6,13.00,16.00
11579,2795,7,9.00,11.00
11580,2795,8,11.00,13.00
11581,2795,9,10.00,12.00
11582,2796,10,9.00,18.00
11583,2796,11,8.00,17.00
11584,2796,12,10.00,20.00
11585,2796,13,9.00,18.00
11586,2796,14,12.00,13.00
11587,2797,1,15.00,24.00
11588,2797,2,12.00,21.00
11589,2797,3,0.00,0.00
11590,2798,15,9.00,12.00
11591,2798,16,10.00,14.00
11592,2798,17,15.00,21.00
11593,2798,18,13.00,18.00
11594,2799,10,13.00,18.00
11595,2799,11,12.00,17.00
11596,2799,12,14.00,20.00
11597,2799,13,11.00,18.00
11598,2799,14,7.00,13.00
11599,2800,4,6.00,14.00
11600,2800,5,6.00,14.00
11601,2800,6,7.00,16.00
11602,2800,7,5.00,11.00
11603,2800,8,8.00,13.00
11604,2800,9,7.00,12.00
11605,2801,1,6.00,24.00
11606,2801,2,5.00,21.00
11607,2801,3,0.00,0.00
11608,2802,15,11.00,12.00
11609,2802,16,9.00,14.00
11610,2802,17,13.00,21.00
11611,2802,18,11.00,18.00
11612,2803,10,5.00,18.00
11613,2803,11,4.00,17.00
11614,2803,12,5.00,20.00
11615,2803,13,5.00,18.00
11616,2803,14,3.00,13.00
11617,2804,4,6.00,14.00
11618,2804,5,6.00,14.00
11619,2804,6,7.00,16.00
11620,2804,7,3.00,11.00
11621,2804,8,4.00,13.00
11622,2804,9,4.00,12.00
11623,2805,15,1.00,12.00
11624,2805,16,1.00,14.00
11625,2805,17,1.00,21.00
11626,2805,18,1.00,18.00
11627,2806,1,3.00,24.00
11628,2806,2,3.00,21.00
11629,2806,3,0.00,0.00
11648,2811,10,10.00,18.00
11649,2811,11,9.00,17.00
11650,2811,12,9.00,20.00
11651,2811,13,8.00,18.00
11652,2811,14,8.00,13.00
11653,2812,4,4.00,14.00
11654,2812,5,4.00,14.00
11655,2812,6,5.00,16.00
11656,2812,7,4.00,11.00
11657,2812,8,4.00,13.00
11658,2812,9,8.00,12.00
11659,2813,1,11.00,24.00
11660,2813,2,9.00,21.00
11661,2813,3,0.00,0.00
11662,2814,15,6.00,12.00
11663,2814,16,8.00,14.00
11664,2814,17,11.00,21.00
11665,2814,18,10.00,18.00
11666,2815,10,7.00,18.00
11667,2815,11,7.00,17.00
11668,2815,12,8.00,20.00
11669,2815,13,7.00,18.00
11670,2815,14,4.00,13.00
11671,2816,15,7.00,12.00
11672,2816,16,4.00,14.00
11673,2816,17,16.00,21.00
11674,2816,18,13.00,18.00
11675,2817,4,8.00,14.00
11676,2817,5,11.00,14.00
11677,2817,6,11.00,16.00
11678,2817,7,7.00,11.00
11679,2817,8,11.00,13.00
11680,2817,9,10.00,12.00
11681,2818,1,15.00,24.00
11682,2818,2,13.00,21.00
11683,2818,3,0.00,0.00
11684,2819,10,4.00,18.00
11685,2819,11,4.00,17.00
11686,2819,12,4.00,20.00
11687,2819,13,4.00,18.00
11688,2819,14,6.00,13.00
11689,2820,4,8.00,14.00
11690,2820,5,8.00,14.00
11691,2820,6,9.00,16.00
11692,2820,7,6.00,11.00
11693,2820,8,7.00,13.00
11694,2820,9,9.00,12.00
11695,2821,15,8.00,12.00
11696,2821,16,9.00,14.00
11697,2821,17,18.00,21.00
11698,2821,18,15.00,18.00
11699,2822,1,13.00,24.00
11700,2822,2,11.00,21.00
11701,2822,3,0.00,0.00
11702,2823,4,13.00,14.00
11703,2823,5,13.00,14.00
11704,2823,6,14.00,16.00
11705,2823,7,10.00,11.00
11706,2823,8,12.00,13.00
11707,2823,9,10.00,12.00
11708,2824,15,6.00,12.00
11709,2824,16,7.00,14.00
11710,2824,17,10.00,21.00
11711,2824,18,9.00,18.00
11712,2825,10,17.00,18.00
11713,2825,11,10.00,17.00
11714,2825,12,16.00,20.00
11715,2825,13,14.00,18.00
11716,2825,14,10.00,13.00
11717,2826,1,17.00,24.00
11718,2826,2,18.00,21.00
11719,2826,3,0.00,0.00
11720,2827,10,6.00,18.00
11721,2827,11,5.00,17.00
11722,2827,12,4.00,20.00
11723,2827,13,3.00,18.00
11724,2827,14,2.00,13.00
11725,2828,10,2.00,18.00
11726,2828,11,2.00,17.00
11727,2828,12,2.00,20.00
11728,2828,13,2.00,18.00
11729,2828,14,2.00,13.00
11730,2829,15,3.00,12.00
11731,2829,16,4.00,14.00
11732,2829,17,4.00,21.00
11733,2829,18,7.00,18.00
11734,2830,4,1.00,14.00
11735,2830,5,6.00,14.00
11736,2830,6,7.00,16.00
11737,2830,7,4.00,11.00
11738,2830,8,2.00,13.00
11739,2830,9,2.00,12.00
11740,2831,1,2.00,24.00
11741,2831,2,5.00,21.00
11742,2831,3,0.00,0.00
11743,2832,10,13.00,18.00
11744,2832,11,11.00,17.00
11745,2832,12,13.00,20.00
11746,2832,13,4.00,18.00
11747,2832,14,4.00,13.00
11748,2833,4,10.00,14.00
11749,2833,5,10.00,14.00
11750,2833,6,12.00,16.00
11751,2833,7,5.00,11.00
11752,2833,8,5.00,13.00
11753,2833,9,7.00,12.00
11754,2834,15,6.00,12.00
11755,2834,16,9.00,14.00
11756,2834,17,15.00,21.00
11757,2834,18,11.00,18.00
11758,2835,1,1.00,24.00
11759,2835,2,1.00,21.00
11760,2835,3,0.00,0.00
11761,2836,4,5.00,14.00
11762,2836,5,5.00,14.00
11763,2836,6,5.00,16.00
11764,2836,7,6.00,11.00
11765,2836,8,7.00,13.00
11766,2836,9,5.00,12.00
11767,2837,10,10.00,18.00
11768,2837,11,9.00,17.00
11769,2837,12,11.00,20.00
11770,2837,13,10.00,18.00
11771,2837,14,12.00,13.00
11772,2838,15,5.00,12.00
11773,2838,16,6.00,14.00
11774,2838,17,6.00,21.00
11775,2838,18,5.00,18.00
11776,2839,1,6.00,24.00
11777,2839,2,16.00,21.00
11778,2839,3,0.00,0.00
11779,2840,10,11.00,18.00
11780,2840,11,11.00,17.00
11781,2840,12,13.00,20.00
11782,2840,13,11.00,18.00
11783,2840,14,8.00,13.00
11784,2841,15,4.00,12.00
11785,2841,16,4.00,14.00
11786,2841,17,4.00,21.00
11787,2841,18,4.00,18.00
11788,2842,4,13.00,14.00
11789,2842,5,13.00,14.00
11790,2842,6,15.00,16.00
11791,2842,7,10.00,11.00
11792,2842,8,12.00,13.00
11793,2842,9,11.00,12.00
11794,2843,1,8.00,24.00
11795,2843,2,7.00,21.00
11796,2843,3,0.00,0.00
11797,2844,10,6.00,18.00
11798,2844,11,6.00,17.00
11799,2844,12,11.00,20.00
11800,2844,13,10.00,18.00
11801,2844,14,7.00,13.00
11802,2845,4,11.00,14.00
11803,2845,5,10.00,14.00
11804,2845,6,11.00,16.00
11805,2845,7,7.00,11.00
11806,2845,8,9.00,13.00
11807,2845,9,8.00,12.00
11808,2846,1,21.00,24.00
11809,2846,2,18.00,21.00
11810,2846,3,0.00,0.00
11811,2847,15,8.00,12.00
11812,2847,16,9.00,14.00
11813,2847,17,13.00,21.00
11814,2847,18,12.00,18.00
11815,2848,10,2.00,18.00
11816,2848,11,2.00,17.00
11817,2848,12,2.00,20.00
11818,2848,13,2.00,18.00
11819,2848,14,1.00,13.00
11820,2849,15,3.00,12.00
11821,2849,16,4.00,14.00
11822,2849,17,6.00,21.00
11823,2849,18,5.00,18.00
11824,2850,15,2.00,12.00
11825,2850,16,3.00,14.00
11826,2850,17,4.00,21.00
11827,2850,18,4.00,18.00
11828,2851,10,7.00,18.00
11829,2851,11,6.00,17.00
11830,2851,12,7.00,20.00
11831,2851,13,7.00,18.00
11832,2851,14,4.00,13.00
11833,2852,4,1.00,14.00
11834,2852,5,1.00,14.00
11835,2852,6,1.00,16.00
11836,2852,7,1.00,11.00
11837,2852,8,1.00,13.00
11838,2852,9,1.00,12.00
11839,2853,4,6.00,14.00
11840,2853,5,6.00,14.00
11841,2853,6,7.00,16.00
11842,2853,7,4.00,11.00
11843,2853,8,5.00,13.00
11844,2853,9,5.00,12.00
11845,2854,1,4.00,24.00
11846,2854,2,3.00,21.00
11847,2854,3,0.00,0.00
11848,2855,4,1.00,14.00
11849,2855,5,1.00,14.00
11850,2855,6,2.00,16.00
11851,2855,7,1.00,11.00
11852,2855,8,1.00,13.00
11853,2855,9,1.00,12.00
11854,2856,10,5.00,18.00
11855,2856,11,9.00,17.00
11856,2856,12,10.00,20.00
11857,2856,13,9.00,18.00
11858,2856,14,7.00,13.00
11859,2857,1,6.00,24.00
11860,2857,2,5.00,21.00
11861,2857,3,0.00,0.00
11862,2858,15,11.00,12.00
11863,2858,16,13.00,14.00
11864,2858,17,19.00,21.00
11865,2858,18,16.00,18.00
11866,2859,10,13.00,18.00
11867,2859,11,5.00,17.00
11868,2859,12,7.00,20.00
11869,2859,13,15.00,18.00
11870,2859,14,1.00,13.00
11871,2860,15,11.00,12.00
11872,2860,16,10.00,14.00
11873,2860,17,14.00,21.00
11874,2860,18,15.00,18.00
11875,2861,4,13.00,14.00
11876,2861,5,14.00,14.00
11877,2861,6,13.00,16.00
11878,2861,7,7.00,11.00
11879,2861,8,10.00,13.00
11880,2861,9,8.00,12.00
11881,2862,1,21.00,24.00
11882,2862,2,17.00,21.00
11883,2862,3,0.00,0.00
11884,2863,10,5.00,18.00
11885,2863,11,5.00,17.00
11886,2863,12,6.00,20.00
11887,2863,13,5.00,18.00
11888,2863,14,4.00,13.00
11889,2864,4,7.00,14.00
11890,2864,5,7.00,14.00
11891,2864,6,8.00,16.00
11892,2864,7,5.00,11.00
11893,2864,8,6.00,13.00
11894,2864,9,6.00,12.00
11895,2865,1,9.00,24.00
11896,2865,2,8.00,21.00
11897,2865,3,0.00,0.00
11898,2866,15,10.00,12.00
11899,2866,16,12.00,14.00
11900,2866,17,18.00,21.00
11901,2866,18,14.00,18.00
11902,2867,10,6.00,18.00
11903,2867,11,5.00,17.00
11904,2867,12,6.00,20.00
11905,2867,13,6.00,18.00
11906,2867,14,4.00,13.00
11907,2868,10,4.00,18.00
11908,2868,11,7.00,17.00
11909,2868,12,8.00,20.00
11910,2868,13,7.00,18.00
11911,2868,14,6.00,13.00
11912,2869,1,3.00,24.00
11913,2869,2,2.00,21.00
11914,2869,3,0.00,0.00
11915,2870,4,5.00,14.00
11916,2870,5,5.00,14.00
11917,2870,6,5.00,16.00
11918,2870,7,6.00,11.00
11919,2870,8,7.00,13.00
11920,2870,9,6.00,12.00
11921,2871,15,6.00,12.00
11922,2871,16,7.00,14.00
11923,2871,17,11.00,21.00
11924,2871,18,8.00,18.00
11925,2872,4,9.00,14.00
11926,2872,5,9.00,14.00
11927,2872,6,11.00,16.00
11928,2872,7,9.00,11.00
11929,2872,8,11.00,13.00
11930,2872,9,10.00,12.00
11931,2873,10,15.00,18.00
11932,2873,11,14.00,17.00
11933,2873,12,17.00,20.00
11934,2873,13,9.00,18.00
11935,2873,14,6.00,13.00
11936,2874,1,13.00,24.00
11937,2874,2,11.00,21.00
11938,2874,3,0.00,0.00
11939,2875,15,11.00,12.00
11940,2875,16,13.00,14.00
11941,2875,17,20.00,21.00
11942,2875,18,17.00,18.00
11943,2876,10,11.00,18.00
11944,2876,11,10.00,17.00
11945,2876,12,13.00,20.00
11946,2876,13,11.00,18.00
11947,2876,14,8.00,13.00
11948,2877,4,7.00,14.00
11949,2877,5,7.00,14.00
11950,2877,6,9.00,16.00
11951,2877,7,5.00,11.00
11952,2877,8,6.00,13.00
11953,2877,9,6.00,12.00
11954,2878,1,17.00,24.00
11955,2878,2,15.00,21.00
11956,2878,3,0.00,0.00
11957,2879,15,11.00,12.00
11958,2879,16,13.00,14.00
11959,2879,17,19.00,21.00
11960,2879,18,16.00,18.00
11961,2880,10,11.00,18.00
11962,2880,11,10.00,17.00
11963,2880,12,13.00,20.00
11964,2880,13,11.00,18.00
11965,2880,14,8.00,13.00
11966,2881,4,4.00,14.00
11967,2881,5,4.00,14.00
11968,2881,6,4.00,16.00
11969,2881,7,4.00,11.00
11970,2881,8,4.00,13.00
11971,2881,9,8.00,12.00
11972,2882,15,11.00,12.00
11973,2882,16,13.00,14.00
11974,2882,17,19.00,21.00
11975,2882,18,17.00,18.00
11976,2883,1,14.00,24.00
11977,2883,2,12.00,21.00
11978,2883,3,0.00,0.00
11979,2884,10,5.00,18.00
11980,2884,11,5.00,17.00
11981,2884,12,6.00,20.00
11982,2884,13,5.00,18.00
11983,2884,14,3.00,13.00
11984,2885,4,3.00,14.00
11985,2885,5,3.00,14.00
11986,2885,6,4.00,16.00
11987,2885,7,4.00,11.00
11988,2885,8,5.00,13.00
11989,2885,9,5.00,12.00
11990,2886,15,5.00,12.00
11991,2886,16,5.00,14.00
11992,2886,17,8.00,21.00
11993,2886,18,6.00,18.00
11994,2887,1,8.00,24.00
11995,2887,2,9.00,21.00
11996,2887,3,0.00,0.00
11997,2888,10,12.00,18.00
11998,2888,11,11.00,17.00
11999,2888,12,13.00,20.00
12000,2888,13,12.00,18.00
12001,2888,14,8.00,13.00
12002,2889,4,5.00,14.00
12003,2889,5,5.00,14.00
12004,2889,6,5.00,16.00
12005,2889,7,4.00,11.00
12006,2889,8,5.00,13.00
12007,2889,9,6.00,12.00
12008,2890,15,6.00,12.00
12009,2890,16,7.00,14.00
12010,2890,17,11.00,21.00
12011,2890,18,8.00,18.00
12012,2891,1,5.00,24.00
12013,2891,2,7.00,21.00
12014,2891,3,0.00,0.00
12015,2892,10,15.00,18.00
12016,2892,11,14.00,17.00
12017,2892,12,19.00,20.00
12018,2892,13,17.00,18.00
12019,2892,14,12.00,13.00
12020,2893,1,4.00,24.00
12021,2893,2,3.00,21.00
12022,2893,3,0.00,0.00
12023,2894,15,5.00,12.00
12024,2894,16,4.00,14.00
12025,2894,17,5.00,21.00
12026,2894,18,5.00,18.00
12027,2895,4,7.00,14.00
12028,2895,5,10.00,14.00
12029,2895,6,11.00,16.00
12030,2895,7,7.00,11.00
12031,2895,8,9.00,13.00
12032,2895,9,8.00,12.00
12033,2896,10,16.00,18.00
12034,2896,11,15.00,17.00
12035,2896,12,18.00,20.00
12036,2896,13,16.00,18.00
12037,2896,14,11.00,13.00
12038,2897,4,12.00,14.00
12039,2897,5,11.00,14.00
12040,2897,6,13.00,16.00
12041,2897,7,9.00,11.00
12042,2897,8,10.00,13.00
12043,2897,9,10.00,12.00
12044,2898,15,4.00,12.00
12045,2898,16,4.00,14.00
12046,2898,17,4.00,21.00
12047,2898,18,4.00,18.00
12048,2899,1,12.00,24.00
12049,2899,2,19.00,21.00
12050,2899,3,0.00,0.00
12051,2900,10,16.00,18.00
12052,2900,11,15.00,17.00
12053,2900,12,18.00,20.00
12054,2900,13,16.00,18.00
12055,2900,14,12.00,13.00
12056,2901,4,8.00,14.00
12057,2901,5,8.00,14.00
12058,2901,6,9.00,16.00
12059,2901,7,6.00,11.00
12060,2901,8,7.00,13.00
12061,2901,9,7.00,12.00
12062,2902,15,9.00,12.00
12063,2902,16,11.00,14.00
12064,2902,17,16.00,21.00
12065,2902,18,14.00,18.00
12066,2903,1,17.00,24.00
12067,2903,2,14.00,21.00
12068,2903,3,0.00,0.00
12069,2904,4,12.00,14.00
12070,2904,5,12.00,14.00
12071,2904,6,14.00,16.00
12072,2904,7,9.00,11.00
12073,2904,8,11.00,13.00
12074,2904,9,10.00,12.00
12075,2905,10,14.00,18.00
12076,2905,11,13.00,17.00
12077,2905,12,16.00,20.00
12078,2905,13,14.00,18.00
12079,2905,14,10.00,13.00
12080,2906,1,14.00,24.00
12081,2906,2,12.00,21.00
12082,2906,3,0.00,0.00
12083,2907,15,11.00,12.00
12084,2907,16,13.00,14.00
12085,2907,17,20.00,21.00
12086,2907,18,17.00,18.00
12087,2908,10,3.00,18.00
12088,2908,11,3.00,17.00
12089,2908,12,4.00,20.00
12090,2908,13,3.00,18.00
12091,2908,14,2.00,13.00
12092,2909,10,2.00,18.00
12093,2909,11,2.00,17.00
12094,2909,12,2.00,20.00
12095,2909,13,2.00,18.00
12096,2909,14,1.00,13.00
12097,2910,1,7.00,24.00
12098,2910,2,5.00,21.00
12099,2910,3,0.00,0.00
12100,2911,15,2.00,12.00
12101,2911,16,3.00,14.00
12102,2911,17,4.00,21.00
12103,2911,18,4.00,18.00
12104,2912,4,9.00,14.00
12105,2912,5,9.00,14.00
12106,2912,6,10.00,16.00
12107,2912,7,6.00,11.00
12108,2912,8,8.00,13.00
12109,2912,9,7.00,12.00
12110,2913,10,1.00,18.00
12111,2913,11,7.00,17.00
12112,2913,12,9.00,20.00
12113,2913,13,8.00,18.00
12114,2913,14,5.00,13.00
12115,2914,10,3.00,18.00
12116,2914,11,3.00,17.00
12117,2914,12,3.00,20.00
12118,2914,13,3.00,18.00
12119,2914,14,2.00,13.00
12120,2915,4,1.00,14.00
12121,2915,5,1.00,14.00
12122,2915,6,1.00,16.00
12123,2915,7,1.00,11.00
12124,2915,8,1.00,13.00
12125,2915,9,1.00,12.00
12126,2916,15,3.00,12.00
12127,2916,16,3.00,14.00
12128,2916,17,5.00,21.00
12129,2916,18,4.00,18.00
12130,2917,1,17.00,24.00
12131,2917,2,19.00,21.00
12132,2917,3,0.00,0.00
12133,2918,10,7.00,18.00
12134,2918,11,6.00,17.00
12135,2918,12,7.00,20.00
12136,2918,13,6.00,18.00
12137,2918,14,4.00,13.00
12138,2919,10,6.00,18.00
12139,2919,11,5.00,17.00
12140,2919,12,1.00,20.00
12141,2919,13,1.00,18.00
12142,2919,14,1.00,13.00
12143,2920,15,1.00,12.00
12144,2920,16,1.00,14.00
12145,2920,17,1.00,21.00
12146,2920,18,1.00,18.00
12147,2921,4,10.00,14.00
12148,2921,5,10.00,14.00
12149,2921,6,11.00,16.00
12150,2921,7,7.00,11.00
12151,2921,8,9.00,13.00
12152,2921,9,8.00,12.00
12153,2922,1,8.00,24.00
12154,2922,2,7.00,21.00
12155,2922,3,0.00,0.00
12156,2923,10,10.00,18.00
12157,2923,11,10.00,17.00
12158,2923,12,11.00,20.00
12159,2923,13,10.00,18.00
12160,2923,14,7.00,13.00
12161,2924,4,7.00,14.00
12162,2924,5,7.00,14.00
12163,2924,6,7.00,16.00
12164,2924,7,5.00,11.00
12165,2924,8,6.00,13.00
12166,2924,9,6.00,12.00
12167,2925,1,9.00,24.00
12168,2925,2,8.00,21.00
12169,2925,3,0.00,0.00
12170,2926,15,7.00,12.00
12171,2926,16,8.00,14.00
12172,2926,17,12.00,21.00
12173,2926,18,10.00,18.00
12174,2927,10,10.00,18.00
12175,2927,11,10.00,17.00
12176,2927,12,12.00,20.00
12177,2927,13,14.00,18.00
12178,2927,14,9.00,13.00
12179,2928,4,10.00,14.00
12180,2928,5,6.00,14.00
12181,2928,6,7.00,16.00
12182,2928,7,5.00,11.00
12183,2928,8,6.00,13.00
12184,2928,9,5.00,12.00
12185,2929,15,5.00,12.00
12186,2929,16,5.00,14.00
12187,2929,17,6.00,21.00
12188,2929,18,6.00,18.00
12189,2930,1,7.00,24.00
12190,2930,2,6.00,21.00
12191,2930,3,0.00,0.00
12192,2931,4,10.00,14.00
12193,2931,5,10.00,14.00
12194,2931,6,12.00,16.00
12195,2931,7,8.00,11.00
12196,2931,8,9.00,13.00
12197,2931,9,9.00,12.00
12198,2932,1,10.00,24.00
12199,2932,2,9.00,21.00
12200,2932,3,0.00,0.00
12201,2933,15,10.00,12.00
12202,2933,16,12.00,14.00
12203,2933,17,18.00,21.00
12204,2933,18,15.00,18.00
12205,2934,10,9.00,18.00
12206,2934,11,8.00,17.00
12207,2934,12,10.00,20.00
12208,2934,13,9.00,18.00
12209,2934,14,6.00,13.00
12210,2935,10,8.00,18.00
12211,2935,11,7.00,17.00
12212,2935,12,9.00,20.00
12213,2935,13,8.00,18.00
12214,2935,14,5.00,13.00
12215,2936,4,2.00,14.00
12216,2936,5,2.00,14.00
12217,2936,6,3.00,16.00
12218,2936,7,2.00,11.00
12219,2936,8,2.00,13.00
12220,2936,9,2.00,12.00
12221,2937,15,1.00,12.00
12222,2937,16,1.00,14.00
12223,2937,17,2.00,21.00
12224,2937,18,2.00,18.00
12225,2938,1,2.00,24.00
12226,2938,2,5.00,21.00
12227,2938,3,0.00,0.00
12228,2939,4,3.00,14.00
12229,2939,5,6.00,14.00
12230,2939,6,6.00,16.00
12231,2939,7,4.00,11.00
12232,2939,8,5.00,13.00
12233,2939,9,5.00,12.00
12234,2940,10,15.00,18.00
12235,2940,11,14.00,17.00
12236,2940,12,16.00,20.00
12237,2940,13,15.00,18.00
12238,2940,14,10.00,13.00
12239,2941,4,4.00,14.00
12240,2941,5,4.00,14.00
12241,2941,6,4.00,16.00
12242,2941,7,4.00,11.00
12243,2941,8,4.00,13.00
12244,2941,9,4.00,12.00
12245,2942,15,8.00,12.00
12246,2942,16,10.00,14.00
12247,2942,17,16.00,21.00
12248,2942,18,13.00,18.00
12249,2943,1,18.00,24.00
12250,2943,2,7.00,21.00
12251,2943,3,0.00,0.00
12252,2944,10,6.00,18.00
12253,2944,11,6.00,17.00
12254,2944,12,11.00,20.00
12255,2944,13,10.00,18.00
12256,2944,14,7.00,13.00
12257,2945,4,8.00,14.00
12258,2945,5,7.00,14.00
12259,2945,6,7.00,16.00
12260,2945,7,5.00,11.00
12261,2945,8,6.00,13.00
12262,2945,9,6.00,12.00
12263,2946,15,6.00,12.00
12264,2946,16,9.00,14.00
12265,2946,17,15.00,21.00
12266,2946,18,12.00,18.00
12267,2947,1,19.00,24.00
12268,2947,2,16.00,21.00
12269,2947,3,0.00,0.00
12270,2948,4,6.00,14.00
12271,2948,5,6.00,14.00
12272,2948,6,7.00,16.00
12273,2948,7,4.00,11.00
12274,2948,8,2.00,13.00
12275,2948,9,2.00,12.00
12276,2949,10,12.00,18.00
12277,2949,11,11.00,17.00
12278,2949,12,11.00,20.00
12279,2949,13,10.00,18.00
12280,2949,14,7.00,13.00
12281,2950,1,3.00,24.00
12282,2950,2,2.00,21.00
12283,2950,3,0.00,0.00
12284,2951,15,9.00,12.00
12285,2951,16,10.00,14.00
12286,2951,17,15.00,21.00
12287,2951,18,13.00,18.00
12288,2952,4,9.00,14.00
12289,2952,5,12.00,14.00
12290,2952,6,13.00,16.00
12291,2952,7,9.00,11.00
12292,2952,8,11.00,13.00
12293,2952,9,10.00,12.00
12294,2953,10,9.00,18.00
12295,2953,11,8.00,17.00
12296,2953,12,10.00,20.00
12297,2953,13,9.00,18.00
12298,2953,14,6.00,13.00
12299,2954,1,23.00,24.00
12300,2954,2,20.00,21.00
12301,2954,3,0.00,0.00
12302,2955,15,11.00,12.00
12303,2955,16,9.00,14.00
12304,2955,17,13.00,21.00
12305,2955,18,11.00,18.00
12306,2956,10,5.00,18.00
12307,2956,11,5.00,17.00
12308,2956,12,5.00,20.00
12309,2956,13,5.00,18.00
12310,2956,14,4.00,13.00
12311,2957,4,10.00,14.00
12312,2957,5,10.00,14.00
12313,2957,6,11.00,16.00
12314,2957,7,7.00,11.00
12315,2957,8,9.00,13.00
12316,2957,9,8.00,12.00
12317,2958,1,18.00,24.00
12318,2958,2,15.00,21.00
12319,2958,3,0.00,0.00
12320,2959,15,10.00,12.00
12321,2959,16,11.00,14.00
12322,2959,17,17.00,21.00
12323,2959,18,15.00,18.00
12324,2960,10,1.00,18.00
12325,2960,11,1.00,17.00
12326,2960,12,1.00,20.00
12327,2960,13,1.00,18.00
12328,2960,14,1.00,13.00
12329,2961,15,5.00,12.00
12330,2961,16,6.00,14.00
12331,2961,17,8.00,21.00
12332,2961,18,8.00,18.00
12333,2962,4,2.00,14.00
12334,2962,5,2.00,14.00
12335,2962,6,2.00,16.00
12336,2962,7,1.00,11.00
12337,2962,8,2.00,13.00
12338,2962,9,2.00,12.00
12339,2963,1,7.00,24.00
12340,2963,2,6.00,21.00
12341,2963,3,0.00,0.00
12342,2964,10,4.00,18.00
12343,2964,11,4.00,17.00
12344,2964,12,4.00,20.00
12345,2964,13,4.00,18.00
12346,2964,14,3.00,13.00
12347,2965,4,5.00,14.00
12348,2965,5,5.00,14.00
12349,2965,6,6.00,16.00
12350,2965,7,4.00,11.00
12351,2965,8,4.00,13.00
12352,2965,9,4.00,12.00
12353,2966,1,9.00,24.00
12354,2966,2,6.00,21.00
12355,2966,3,0.00,0.00
12356,2967,15,7.00,12.00
12357,2967,16,8.00,14.00
12358,2967,17,12.00,21.00
12359,2967,18,10.00,18.00
12360,2968,10,8.00,18.00
12361,2968,11,7.00,17.00
12362,2968,12,4.00,20.00
12363,2968,13,3.00,18.00
12364,2968,14,2.00,13.00
