StandardizedTestScoreID,StudentID,SISStudentID,TestDate,SubjectID,RawScore,PossibleRawScore,ScaledScore,PossibleScaledScore,PerformanceLevel,Lexile,LatestTest
11485,3551,1151,'2010-04-02 00:00:00',15,36.00,54.00,752.00,950.00,2.00,1050L,0
11486,3551,1151,'2009-01-01 00:00:00',15,37.00,54.00,776.00,950.00,2.00,  990,1
11487,3560,1160,'2009-01-01 00:00:00',6,35.00,50.00,819.00,950.00,2.00,  790,0
11488,3560,1160,'2010-04-02 00:00:00',6,43.00,50.00,850.00,950.00,3.00, 965L,1
11489,3560,1160,'2009-01-01 00:00:00',10,0.00,0.00,356.00,950.00,3.00,  790,0
11490,3560,1160,'2010-04-02 00:00:00',10,0.00,0.00,390.00,950.00,3.00, 965L,1
11491,3560,1160,'2009-01-01 00:00:00',18,31.00,39.00,832.00,950.00,2.00,  790,0
11492,3560,1160,'2010-04-02 00:00:00',18,33.00,40.00,840.00,950.00,2.00, 965L,1
11493,3560,1160,'2010-04-02 00:00:00',14,48.00,54.00,865.00,950.00,3.00, 965L,0
11494,3560,1160,'2009-01-01 00:00:00',14,27.00,35.00,337.00,950.00,2.00,  790,1
11495,3560,1160,'2010-04-02 00:00:00',15,38.00,54.00,764.00,950.00,2.00, 965L,0
11496,3560,1160,'2009-01-01 00:00:00',15,30.00,54.00,746.00,950.00,2.00,  790,1
11497,3561,1161,'2009-01-01 00:00:00',6,46.00,50.00,862.00,950.00,3.00,  990,0
11498,3561,1161,'2010-04-02 00:00:00',6,47.00,50.00,872.00,950.00,3.00,1085L,1
11499,3561,1161,'2010-04-02 00:00:00',10,0.00,0.00,375.00,950.00,3.00,1085L,0
11500,3561,1161,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  990,1
11501,3561,1161,'2010-04-02 00:00:00',18,36.00,40.00,857.00,950.00,3.00,1085L,0
11502,3561,1161,'2009-01-01 00:00:00',18,37.00,39.00,872.00,950.00,3.00,  990,1
11503,3561,1161,'2010-04-02 00:00:00',14,47.00,54.00,860.00,950.00,3.00,1085L,0
11504,3561,1161,'2009-01-01 00:00:00',14,29.00,35.00,360.00,950.00,3.00,  990,1
11505,3561,1161,'2009-01-01 00:00:00',15,44.00,54.00,812.00,950.00,3.00,  990,0
11506,3561,1161,'2010-04-02 00:00:00',15,43.00,54.00,780.00,950.00,3.00,1085L,1
11507,3562,1162,'2009-01-01 00:00:00',6,37.00,50.00,825.00,950.00,2.00,  915,0
11508,3562,1162,'2010-04-02 00:00:00',6,38.00,50.00,831.00,950.00,2.00,1040L,1
11509,3562,1162,'2009-01-01 00:00:00',10,0.00,0.00,294.00,950.00,1.00,  915,0
11510,3562,1162,'2010-04-02 00:00:00',10,0.00,0.00,305.00,950.00,2.00,1040L,1
11511,3562,1162,'2009-01-01 00:00:00',18,34.00,39.00,850.00,950.00,3.00,  915,0
11512,3562,1162,'2010-04-02 00:00:00',18,34.00,40.00,850.00,950.00,3.00,1040L,1
11513,3562,1162,'2010-04-02 00:00:00',14,40.00,54.00,826.00,950.00,2.00,1040L,0
11514,3562,1162,'2009-01-01 00:00:00',14,18.00,35.00,316.00,950.00,2.00,  915,1
11515,3562,1162,'2009-01-01 00:00:00',15,31.00,54.00,742.00,950.00,2.00,  915,0
11516,3562,1162,'2010-04-02 00:00:00',15,38.00,54.00,752.00,950.00,2.00,1040L,1
11517,3563,1163,'2010-04-02 00:00:00',6,41.00,50.00,841.00,950.00,2.00,1050L,0
11518,3563,1163,'2009-01-01 00:00:00',6,44.00,50.00,850.00,950.00,3.00,  935,1
11519,3563,1163,'2009-01-01 00:00:00',10,0.00,0.00,311.00,950.00,2.00,  935,0
11520,3563,1163,'2010-04-02 00:00:00',10,0.00,0.00,330.00,950.00,2.00,1050L,1
11521,3563,1163,'2010-04-02 00:00:00',18,35.00,40.00,851.00,950.00,3.00,1050L,0
11522,3563,1163,'2009-01-01 00:00:00',18,35.00,39.00,853.00,950.00,3.00,  935,1
11523,3563,1163,'2010-04-02 00:00:00',14,40.00,54.00,846.00,950.00,2.00,1050L,0
11524,3563,1163,'2009-01-01 00:00:00',14,29.00,35.00,360.00,950.00,3.00,  935,1
11525,3563,1163,'2009-01-01 00:00:00',15,42.00,54.00,800.00,950.00,3.00,  935,0
11526,3563,1163,'2010-04-02 00:00:00',15,40.00,54.00,768.00,950.00,2.00,1050L,1
11527,3564,1164,'2010-04-02 00:00:00',6,38.00,50.00,831.00,950.00,2.00, 935L,0
11528,3564,1164,'2009-01-01 00:00:00',6,46.00,50.00,862.00,950.00,3.00,  825,1
11529,3564,1164,'2009-01-01 00:00:00',10,0.00,0.00,356.00,950.00,3.00,  825,0
11530,3564,1164,'2010-04-02 00:00:00',10,0.00,0.00,361.00,950.00,3.00, 935L,1
11531,3564,1164,'2010-04-02 00:00:00',18,32.00,40.00,836.00,950.00,2.00, 935L,0
11532,3564,1164,'2009-01-01 00:00:00',18,32.00,39.00,837.00,950.00,2.00,  825,1
11533,3564,1164,'2009-01-01 00:00:00',14,30.00,35.00,353.00,950.00,3.00,  825,0
11534,3564,1164,'2010-04-02 00:00:00',14,40.00,54.00,830.00,950.00,2.00, 935L,1
11535,3564,1164,'2010-04-02 00:00:00',15,33.00,54.00,732.00,950.00,2.00, 935L,0
11536,3564,1164,'2009-01-01 00:00:00',15,40.00,54.00,784.00,950.00,3.00,  825,1
11537,6,6,'2010-04-02 00:00:00',6,13.00,50.00,777.00,950.00,1.00, 475L,0
11538,6,6,'2009-01-01 00:00:00',6,26.00,49.00,803.00,950.00,2.00,  775,1
11539,6,6,'2010-04-02 00:00:00',10,19.00,60.00,777.00,950.00,1.00, 475L,0
11540,6,6,'2009-01-01 00:00:00',10,0.00,0.00,332.00,950.00,2.00,  775,1
11541,6,6,'2010-04-02 00:00:00',18,11.00,40.00,776.00,950.00,1.00, 475L,0
11542,6,6,'2009-01-01 00:00:00',18,26.00,40.00,816.00,950.00,2.00,  775,1
11543,6,6,'2009-01-01 00:00:00',14,26.00,42.00,328.00,950.00,2.00,  775,0
11544,6,6,'2010-04-02 00:00:00',14,7.00,24.00,762.00,950.00,1.00, 475L,1
11545,6,6,'2010-04-02 00:00:00',15,16.00,54.00,650.00,950.00,1.00, 475L,0
11546,6,6,'2009-01-01 00:00:00',15,26.00,53.00,724.00,950.00,2.00,  775,1
11547,7,7,'2010-04-02 00:00:00',6,35.00,50.00,823.00,950.00,2.00,1025L,0
11548,7,7,'2009-01-01 00:00:00',6,32.00,49.00,817.00,950.00,2.00,  880,1
11549,7,7,'2010-04-02 00:00:00',10,41.00,60.00,824.00,950.00,2.00,1025L,0
11550,7,7,'2009-01-01 00:00:00',10,0.00,0.00,328.00,950.00,2.00,  880,1
11551,7,7,'2009-01-01 00:00:00',18,30.00,40.00,829.00,950.00,2.00,  880,0
11552,7,7,'2010-04-02 00:00:00',18,33.00,40.00,839.00,950.00,2.00,1025L,1
11553,7,7,'2009-01-01 00:00:00',14,25.00,42.00,326.00,950.00,2.00,  880,0
11554,7,7,'2010-04-02 00:00:00',14,14.00,24.00,817.00,950.00,2.00,1025L,1
11555,7,7,'2009-01-01 00:00:00',15,26.00,53.00,724.00,950.00,2.00,  880,0
11556,7,7,'2010-04-02 00:00:00',15,36.00,54.00,746.00,950.00,2.00,1025L,1
11557,8,8,'2010-04-02 00:00:00',6,24.00,50.00,800.00,950.00,2.00, 640L,0
11558,8,8,'2009-01-01 00:00:00',6,31.00,49.00,815.00,950.00,2.00,  525,1
11559,8,8,'2010-04-02 00:00:00',10,31.00,60.00,802.00,950.00,2.00, 640L,0
11560,8,8,'2009-01-01 00:00:00',10,0.00,0.00,290.00,950.00,1.00,  525,1
11561,8,8,'2009-01-01 00:00:00',18,14.00,40.00,784.00,950.00,1.00,  525,0
11562,8,8,'2010-04-02 00:00:00',18,18.00,40.00,795.00,950.00,1.00, 640L,1
11563,8,8,'2010-04-02 00:00:00',14,11.00,24.00,787.00,950.00,1.00, 640L,0
11564,8,8,'2009-01-01 00:00:00',14,13.00,42.00,300.00,950.00,2.00,  525,1
11565,8,8,'2010-04-02 00:00:00',15,25.00,54.00,700.00,950.00,2.00, 640L,0
11566,8,8,'2009-01-01 00:00:00',15,17.00,53.00,672.00,950.00,1.00,  525,1
11567,31,31,'2010-04-02 00:00:00',6,36.00,50.00,826.00,950.00,2.00, 780L,0
11568,31,31,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00,  550,1
11569,31,31,'2010-04-02 00:00:00',10,43.00,60.00,828.00,950.00,2.00, 780L,0
11570,31,31,'2009-01-01 00:00:00',10,0.00,0.00,342.00,950.00,2.00,  550,1
11571,31,31,'2009-01-01 00:00:00',18,15.00,40.00,787.00,950.00,1.00,  550,0
11572,31,31,'2010-04-02 00:00:00',18,24.00,40.00,811.00,950.00,2.00, 780L,1
11573,31,31,'2010-04-02 00:00:00',14,9.00,24.00,782.00,950.00,1.00, 780L,0
11574,31,31,'2009-01-01 00:00:00',14,23.00,42.00,321.00,950.00,2.00,  550,1
11575,31,31,'2010-04-02 00:00:00',15,27.00,54.00,708.00,950.00,2.00, 780L,0
11576,31,31,'2009-01-01 00:00:00',15,27.00,53.00,716.00,950.00,2.00,  550,1
11577,32,32,'2009-01-01 00:00:00',6,37.00,49.00,831.00,950.00,2.00,  935,0
11578,32,32,'2010-04-02 00:00:00',6,42.00,50.00,843.00,950.00,2.00,1025L,1
11579,32,32,'2009-01-01 00:00:00',10,0.00,0.00,367.00,950.00,3.00,  935,0
11580,32,32,'2010-04-02 00:00:00',10,55.00,60.00,871.00,950.00,3.00,1025L,1
11581,32,32,'2009-01-01 00:00:00',18,32.00,40.00,836.00,950.00,2.00,  935,0
11582,32,32,'2010-04-02 00:00:00',18,33.00,40.00,839.00,950.00,2.00,1025L,1
11583,32,32,'2009-01-01 00:00:00',14,31.00,42.00,345.00,950.00,2.00,  935,0
11584,32,32,'2010-04-02 00:00:00',14,22.00,24.00,850.00,950.00,3.00,1025L,1
11585,32,32,'2009-01-01 00:00:00',15,36.00,53.00,770.00,950.00,2.00,  935,0
11586,32,32,'2010-04-02 00:00:00',15,43.00,54.00,784.00,950.00,3.00,1025L,1
11587,33,33,'2010-04-02 00:00:00',6,33.00,50.00,819.00,950.00,2.00, 955L,0
11588,33,33,'2009-01-01 00:00:00',6,34.00,49.00,822.00,950.00,2.00,  800,1
11589,33,33,'2010-04-02 00:00:00',10,36.00,60.00,813.00,950.00,2.00, 955L,0
11590,33,33,'2009-01-01 00:00:00',10,0.00,0.00,323.00,950.00,2.00,  800,1
11591,33,33,'2009-01-01 00:00:00',18,27.00,40.00,819.00,950.00,2.00,  800,0
11592,33,33,'2010-04-02 00:00:00',18,31.00,40.00,831.00,950.00,2.00, 955L,1
11593,33,33,'2009-01-01 00:00:00',14,23.00,42.00,317.00,950.00,2.00,  800,0
11594,33,33,'2010-04-02 00:00:00',14,9.00,24.00,789.00,950.00,1.00, 955L,1
11595,33,33,'2009-01-01 00:00:00',15,23.00,53.00,704.00,950.00,2.00,  800,0
11596,33,33,'2010-04-02 00:00:00',15,28.00,54.00,712.00,950.00,2.00, 955L,1
11597,34,34,'2010-04-02 00:00:00',6,20.00,50.00,792.00,950.00,1.00, 755L,0
11598,34,34,'2009-01-01 00:00:00',6,30.00,49.00,812.00,950.00,2.00,  735,1
11599,34,34,'2010-04-02 00:00:00',10,36.00,60.00,813.00,950.00,2.00, 755L,0
11600,34,34,'2009-01-01 00:00:00',10,0.00,0.00,337.00,950.00,2.00,  735,1
11601,34,34,'2010-04-02 00:00:00',18,23.00,40.00,808.00,950.00,2.00, 755L,0
11602,34,34,'2009-01-01 00:00:00',18,24.00,40.00,811.00,950.00,2.00,  735,1
11603,34,34,'2010-04-02 00:00:00',14,10.00,24.00,804.00,950.00,2.00, 755L,0
11604,34,34,'2009-01-01 00:00:00',14,21.00,42.00,313.00,950.00,2.00,  735,1
11605,34,34,'2009-01-01 00:00:00',15,21.00,53.00,712.00,950.00,2.00,  735,0
11606,34,34,'2010-04-02 00:00:00',15,36.00,54.00,738.00,950.00,2.00, 755L,1
11607,35,35,'2010-04-02 00:00:00',6,36.00,50.00,826.00,950.00,2.00,1025L,0
11608,35,35,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00, 1040,1
11609,35,35,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00, 1040,0
11610,35,35,'2010-04-02 00:00:00',10,30.00,60.00,800.00,950.00,2.00,1025L,1
11611,35,35,'2009-01-01 00:00:00',18,35.00,40.00,850.00,950.00,3.00, 1040,0
11612,35,35,'2010-04-02 00:00:00',18,33.00,40.00,839.00,950.00,2.00,1025L,1
11613,35,35,'2010-04-02 00:00:00',14,16.00,24.00,808.00,950.00,2.00,1025L,0
11614,35,35,'2009-01-01 00:00:00',14,25.00,42.00,334.00,950.00,2.00, 1040,1
11615,35,35,'2010-04-02 00:00:00',15,32.00,54.00,730.00,950.00,2.00,1025L,0
11616,35,35,'2009-01-01 00:00:00',15,32.00,53.00,742.00,950.00,2.00, 1040,1
11617,78,78,'2010-04-02 00:00:00',6,33.00,50.00,819.00,950.00,2.00,1060L,0
11618,78,78,'2009-01-01 00:00:00',6,35.00,49.00,825.00,950.00,2.00,  880,1
11619,78,78,'2009-01-01 00:00:00',10,0.00,0.00,326.00,950.00,2.00,  880,0
11620,78,78,'2010-04-02 00:00:00',10,29.00,60.00,798.00,950.00,1.00,1060L,1
11621,78,78,'2010-04-02 00:00:00',18,34.00,40.00,843.00,950.00,2.00,1060L,0
11622,78,78,'2009-01-01 00:00:00',18,30.00,40.00,829.00,950.00,2.00,  880,1
11623,78,78,'2010-04-02 00:00:00',14,16.00,24.00,838.00,950.00,2.00,1060L,0
11624,78,78,'2009-01-01 00:00:00',14,28.00,42.00,340.00,950.00,2.00,  880,1
11625,78,78,'2010-04-02 00:00:00',15,40.00,54.00,768.00,950.00,2.00,1060L,0
11626,78,78,'2009-01-01 00:00:00',15,42.00,53.00,796.00,950.00,3.00,  880,1
11627,82,82,'2010-04-02 00:00:00',6,39.00,50.00,833.00,950.00,2.00,1060L,0
11628,82,82,'2009-01-01 00:00:00',6,39.00,49.00,837.00,950.00,2.00,  965,1
11629,82,82,'2009-01-01 00:00:00',10,0.00,0.00,351.00,950.00,3.00,  965,0
11630,82,82,'2010-04-02 00:00:00',10,37.00,60.00,815.00,950.00,2.00,1060L,1
11631,82,82,'2009-01-01 00:00:00',18,33.00,40.00,840.00,950.00,2.00,  965,0
11632,82,82,'2010-04-02 00:00:00',18,34.00,40.00,843.00,950.00,2.00,1060L,1
11633,82,82,'2010-04-02 00:00:00',14,21.00,24.00,855.00,950.00,3.00,1060L,0
11634,82,82,'2009-01-01 00:00:00',14,37.00,42.00,359.00,950.00,3.00,  965,1
11635,82,82,'2010-04-02 00:00:00',15,50.00,54.00,840.00,950.00,3.00,1060L,0
11636,82,82,'2009-01-01 00:00:00',15,39.00,53.00,780.00,950.00,3.00,  965,1
11637,106,106,'2010-04-02 00:00:00',6,33.00,50.00,819.00,950.00,2.00, 990L,1
11638,106,106,'2010-04-02 00:00:00',10,44.00,60.00,831.00,950.00,2.00, 990L,1
11639,106,106,'2010-04-02 00:00:00',18,32.00,40.00,835.00,950.00,2.00, 990L,1
11640,106,106,'2010-04-02 00:00:00',14,17.00,24.00,838.00,950.00,2.00, 990L,1
11641,106,106,'2010-04-02 00:00:00',15,42.00,54.00,768.00,950.00,2.00, 990L,1
11642,107,107,'2009-01-01 00:00:00',6,32.00,49.00,817.00,950.00,2.00,  775,0
11643,107,107,'2010-04-02 00:00:00',6,32.00,50.00,817.00,950.00,2.00, 850L,1
11644,107,107,'2010-04-02 00:00:00',10,43.00,60.00,828.00,950.00,2.00, 850L,0
11645,107,107,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  775,1
11646,107,107,'2009-01-01 00:00:00',18,26.00,40.00,816.00,950.00,2.00,  775,0
11647,107,107,'2010-04-02 00:00:00',18,27.00,40.00,819.00,950.00,2.00, 850L,1
11648,107,107,'2010-04-02 00:00:00',14,12.00,24.00,802.00,950.00,2.00, 850L,0
11649,107,107,'2009-01-01 00:00:00',14,22.00,42.00,317.00,950.00,2.00,  775,1
11650,107,107,'2010-04-02 00:00:00',15,31.00,54.00,722.00,950.00,2.00, 850L,0
11651,107,107,'2009-01-01 00:00:00',15,32.00,53.00,742.00,950.00,2.00,  775,1
11652,108,108,'2010-04-02 00:00:00',6,19.00,50.00,790.00,950.00,1.00, 930L,0
11653,108,108,'2009-01-01 00:00:00',6,32.00,49.00,817.00,950.00,2.00,  800,1
11654,108,108,'2010-04-02 00:00:00',10,30.00,60.00,800.00,950.00,2.00, 930L,0
11655,108,108,'2009-01-01 00:00:00',10,0.00,0.00,323.00,950.00,2.00,  800,1
11656,108,108,'2009-01-01 00:00:00',18,27.00,40.00,819.00,950.00,2.00,  800,0
11657,108,108,'2010-04-02 00:00:00',18,30.00,40.00,828.00,950.00,2.00, 930L,1
11658,108,108,'2009-01-01 00:00:00',14,32.00,42.00,340.00,950.00,2.00,  800,0
11659,108,108,'2010-04-02 00:00:00',14,11.00,24.00,789.00,950.00,1.00, 930L,1
11660,108,108,'2009-01-01 00:00:00',15,29.00,53.00,734.00,950.00,2.00,  800,0
11661,108,108,'2010-04-02 00:00:00',15,26.00,54.00,696.00,950.00,2.00, 930L,1
11662,131,131,'2010-04-02 00:00:00',6,42.00,50.00,843.00,950.00,2.00,1155L,0
11663,131,131,'2009-01-01 00:00:00',6,44.00,49.00,858.00,950.00,3.00, 1085,1
11664,131,131,'2009-01-01 00:00:00',10,0.00,0.00,387.00,950.00,3.00, 1085,0
11665,131,131,'2010-04-02 00:00:00',10,56.00,60.00,877.00,950.00,3.00,1155L,1
11666,131,131,'2010-04-02 00:00:00',18,37.00,40.00,861.00,950.00,3.00,1155L,0
11667,131,131,'2009-01-01 00:00:00',18,36.00,40.00,856.00,950.00,3.00, 1085,1
11668,131,131,'2009-01-01 00:00:00',14,38.00,42.00,370.00,950.00,3.00, 1085,0
11669,131,131,'2010-04-02 00:00:00',14,23.00,24.00,925.00,950.00,3.00,1155L,1
11670,131,131,'2010-04-02 00:00:00',15,50.00,54.00,852.00,950.00,3.00,1155L,0
11671,131,131,'2009-01-01 00:00:00',15,43.00,53.00,808.00,950.00,3.00, 1085,1
11672,132,132,'2010-04-02 00:00:00',6,40.00,50.00,836.00,950.00,2.00,1155L,0
11673,132,132,'2009-01-01 00:00:00',6,43.00,49.00,853.00,950.00,3.00, 1040,1
11674,132,132,'2010-04-02 00:00:00',10,25.00,60.00,790.00,950.00,1.00,1155L,0
11675,132,132,'2009-01-01 00:00:00',10,0.00,0.00,326.00,950.00,2.00, 1040,1
11676,132,132,'2009-01-01 00:00:00',18,35.00,40.00,850.00,950.00,3.00, 1040,0
11677,132,132,'2010-04-02 00:00:00',18,36.00,40.00,854.00,950.00,3.00,1155L,1
11678,132,132,'2010-04-02 00:00:00',14,15.00,24.00,824.00,950.00,2.00,1155L,0
11679,132,132,'2009-01-01 00:00:00',14,26.00,42.00,334.00,950.00,2.00, 1040,1
11680,132,132,'2010-04-02 00:00:00',15,40.00,54.00,768.00,950.00,2.00,1155L,0
11681,132,132,'2009-01-01 00:00:00',15,38.00,53.00,776.00,950.00,2.00, 1040,1
11682,133,133,'2010-04-02 00:00:00',6,36.00,50.00,826.00,950.00,2.00, 990L,0
11683,133,133,'2009-01-01 00:00:00',6,37.00,49.00,831.00,950.00,2.00,  900,1
11684,133,133,'2009-01-01 00:00:00',10,0.00,0.00,355.00,950.00,3.00,  900,0
11685,133,133,'2010-04-02 00:00:00',10,38.00,60.00,817.00,950.00,2.00, 990L,1
11686,133,133,'2009-01-01 00:00:00',18,31.00,40.00,832.00,950.00,2.00,  900,0
11687,133,133,'2010-04-02 00:00:00',18,32.00,40.00,835.00,950.00,2.00, 990L,1
11688,133,133,'2010-04-02 00:00:00',14,18.00,24.00,829.00,950.00,2.00, 990L,0
11689,133,133,'2009-01-01 00:00:00',14,29.00,42.00,330.00,950.00,2.00,  900,1
11690,133,133,'2010-04-02 00:00:00',15,38.00,54.00,756.00,950.00,2.00, 990L,0
11691,133,133,'2009-01-01 00:00:00',15,37.00,53.00,770.00,950.00,2.00,  900,1
11692,134,134,'2010-04-02 00:00:00',6,38.00,50.00,831.00,950.00,2.00,1155L,0
11693,134,134,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00,  935,1
11694,134,134,'2009-01-01 00:00:00',10,0.00,0.00,330.00,950.00,2.00,  935,0
11695,134,134,'2010-04-02 00:00:00',10,43.00,60.00,828.00,950.00,2.00,1155L,1
11696,134,134,'2009-01-01 00:00:00',18,32.00,40.00,836.00,950.00,2.00,  935,0
11697,134,134,'2010-04-02 00:00:00',18,38.00,40.00,871.00,950.00,3.00,1155L,1
11698,134,134,'2010-04-02 00:00:00',14,22.00,24.00,851.00,950.00,3.00,1155L,0
11699,134,134,'2009-01-01 00:00:00',14,30.00,42.00,345.00,950.00,2.00,  935,1
11700,134,134,'2010-04-02 00:00:00',15,39.00,54.00,760.00,950.00,2.00,1155L,0
11701,134,134,'2009-01-01 00:00:00',15,35.00,53.00,766.00,950.00,2.00,  935,1
11702,135,135,'2009-01-01 00:00:00',6,31.00,49.00,815.00,950.00,2.00,  900,0
11703,135,135,'2010-04-02 00:00:00',6,34.00,50.00,821.00,950.00,2.00,1060L,1
11704,135,135,'2010-04-02 00:00:00',10,46.00,60.00,836.00,950.00,2.00,1060L,0
11705,135,135,'2009-01-01 00:00:00',10,0.00,0.00,342.00,950.00,2.00,  900,1
11706,135,135,'2010-04-02 00:00:00',18,34.00,40.00,843.00,950.00,2.00,1060L,0
11707,135,135,'2009-01-01 00:00:00',18,31.00,40.00,832.00,950.00,2.00,  900,1
11708,135,135,'2010-04-02 00:00:00',14,10.00,24.00,789.00,950.00,1.00,1060L,0
11709,135,135,'2009-01-01 00:00:00',14,28.00,42.00,330.00,950.00,2.00,  900,1
11710,135,135,'2009-01-01 00:00:00',15,32.00,53.00,746.00,950.00,2.00,  900,0
11711,135,135,'2010-04-02 00:00:00',15,35.00,54.00,738.00,950.00,2.00,1060L,1
11712,178,178,'2010-04-02 00:00:00',6,48.00,50.00,878.00,950.00,3.00,1155L,0
11713,178,178,'2009-01-01 00:00:00',6,48.00,49.00,900.00,950.00,3.00, 1085,1
11714,178,178,'2010-04-02 00:00:00',10,60.00,60.00,950.00,950.00,3.00,1155L,0
11715,178,178,'2009-01-01 00:00:00',10,0.00,0.00,379.00,950.00,3.00, 1085,1
11716,178,178,'2009-01-01 00:00:00',18,39.00,40.00,892.00,950.00,3.00, 1085,0
11717,178,178,'2010-04-02 00:00:00',18,38.00,40.00,871.00,950.00,3.00,1155L,1
11718,178,178,'2010-04-02 00:00:00',14,20.00,24.00,859.00,950.00,3.00,1155L,0
11719,178,178,'2009-01-01 00:00:00',14,40.00,42.00,379.00,950.00,3.00, 1085,1
11720,178,178,'2010-04-02 00:00:00',15,49.00,54.00,840.00,950.00,3.00,1155L,0
11721,178,178,'2009-01-01 00:00:00',15,48.00,53.00,848.00,950.00,3.00, 1085,1
11722,182,182,'2010-04-02 00:00:00',6,45.00,50.00,856.00,950.00,3.00,1155L,0
11723,182,182,'2009-01-01 00:00:00',6,48.00,49.00,900.00,950.00,3.00, 1085,1
11724,182,182,'2009-01-01 00:00:00',10,0.00,0.00,387.00,950.00,3.00, 1085,0
11725,182,182,'2010-04-02 00:00:00',10,51.00,60.00,852.00,950.00,3.00,1155L,1
11726,182,182,'2010-04-02 00:00:00',18,37.00,40.00,861.00,950.00,3.00,1155L,0
11727,182,182,'2009-01-01 00:00:00',18,38.00,40.00,874.00,950.00,3.00, 1085,1
11728,182,182,'2010-04-02 00:00:00',14,21.00,24.00,869.00,950.00,3.00,1155L,0
11729,182,182,'2009-01-01 00:00:00',14,39.00,42.00,366.00,950.00,3.00, 1085,1
11730,182,182,'2009-01-01 00:00:00',15,44.00,53.00,814.00,950.00,3.00, 1085,0
11731,182,182,'2010-04-02 00:00:00',15,46.00,54.00,804.00,950.00,3.00,1155L,1
11732,206,206,'2010-04-02 00:00:00',6,31.00,50.00,814.00,950.00,2.00, 825L,0
11733,206,206,'2009-01-01 00:00:00',6,33.00,49.00,820.00,950.00,2.00,  935,1
11734,206,206,'2010-04-02 00:00:00',10,42.00,60.00,826.00,950.00,2.00, 825L,0
11735,206,206,'2009-01-01 00:00:00',10,0.00,0.00,340.00,950.00,2.00,  935,1
11736,206,206,'2009-01-01 00:00:00',18,32.00,40.00,836.00,950.00,2.00,  935,0
11737,206,206,'2010-04-02 00:00:00',18,26.00,40.00,816.00,950.00,2.00, 825L,1
11738,206,206,'2010-04-02 00:00:00',14,16.00,24.00,815.00,950.00,2.00, 825L,0
11739,206,206,'2009-01-01 00:00:00',14,27.00,42.00,330.00,950.00,2.00,  935,1
11740,206,206,'2009-01-01 00:00:00',15,29.00,53.00,738.00,950.00,2.00,  935,0
11741,206,206,'2010-04-02 00:00:00',15,35.00,54.00,738.00,950.00,2.00, 825L,1
11742,207,207,'2010-04-02 00:00:00',6,22.00,50.00,797.00,950.00,1.00, 825L,0
11743,207,207,'2009-01-01 00:00:00',6,27.00,49.00,805.00,950.00,2.00,  610,1
11744,207,207,'2010-04-02 00:00:00',10,32.00,60.00,804.00,950.00,2.00, 825L,0
11745,207,207,'2009-01-01 00:00:00',10,0.00,0.00,345.00,950.00,2.00,  610,1
11746,207,207,'2009-01-01 00:00:00',18,18.00,40.00,795.00,950.00,1.00,  610,0
11747,207,207,'2010-04-02 00:00:00',18,26.00,40.00,816.00,950.00,2.00, 825L,1
11748,207,207,'2009-01-01 00:00:00',14,30.00,42.00,330.00,950.00,2.00,  610,0
11749,207,207,'2010-04-02 00:00:00',14,11.00,24.00,808.00,950.00,2.00, 825L,1
11750,207,207,'2010-04-02 00:00:00',15,29.00,54.00,718.00,950.00,2.00, 825L,0
11751,207,207,'2009-01-01 00:00:00',15,31.00,53.00,734.00,950.00,2.00,  610,1
11752,208,208,'2010-04-02 00:00:00',6,27.00,50.00,806.00,950.00,2.00, 930L,0
11753,208,208,'2009-01-01 00:00:00',6,28.00,50.00,806.00,950.00,2.00,  710,1
11754,208,208,'2009-01-01 00:00:00',10,24.00,60.00,787.00,950.00,1.00,  710,0
11755,208,208,'2010-04-02 00:00:00',10,47.00,60.00,839.00,950.00,2.00, 930L,1
11756,208,208,'2010-04-02 00:00:00',18,30.00,40.00,828.00,950.00,2.00, 930L,0
11757,208,208,'2009-01-01 00:00:00',18,21.00,40.00,803.00,950.00,2.00,  710,1
11758,208,208,'2010-04-02 00:00:00',14,11.00,24.00,782.00,950.00,1.00, 930L,0
11759,208,208,'2009-01-01 00:00:00',14,10.00,24.00,792.00,950.00,1.00,  710,1
11760,208,208,'2010-04-02 00:00:00',15,22.00,54.00,688.00,950.00,2.00, 930L,0
11761,208,208,'2009-01-01 00:00:00',15,33.00,54.00,742.00,950.00,2.00,  710,1
11762,231,231,'2010-04-02 00:00:00',6,47.00,50.00,869.00,950.00,3.00,1060L,1
11763,231,231,'2010-04-02 00:00:00',10,43.00,60.00,828.00,950.00,2.00,1060L,1
11764,231,231,'2010-04-02 00:00:00',18,34.00,40.00,843.00,950.00,2.00,1060L,1
11765,231,231,'2010-04-02 00:00:00',14,15.00,24.00,822.00,950.00,2.00,1060L,1
11766,231,231,'2010-04-02 00:00:00',15,36.00,54.00,750.00,950.00,2.00,1060L,1
11767,232,232,'2010-04-02 00:00:00',6,45.00,50.00,856.00,950.00,3.00,1060L,0
11768,232,232,'2009-01-01 00:00:00',6,47.00,49.00,883.00,950.00,3.00,  900,1
