StandardizedTestDomainScoreID,StandardizedTestScoreID,StandardizedTestDomainID,RawScore,PossibleRawScore
67785,11957,16,0.00,0.00
67786,11958,17,0.00,0.00
67787,11958,18,0.00,0.00
67788,11958,19,0.00,0.00
67789,11958,20,10.00,24.00
67790,11958,21,0.00,0.00
67791,11958,22,0.00,0.00
67792,11958,23,0.00,0.00
67793,11958,24,0.00,0.00
67794,11958,25,0.00,0.00
67795,11959,17,0.00,0.00
67796,11959,18,0.00,0.00
67797,11959,19,0.00,0.00
67798,11959,20,8.00,24.00
67799,11959,21,0.00,0.00
67800,11959,22,0.00,0.00
67801,11959,23,0.00,0.00
67802,11959,24,0.00,0.00
67803,11959,25,0.00,0.00
67804,11960,26,1.00,9.00
67805,11960,27,4.00,9.00
67806,11960,28,5.00,18.00
67807,11960,26,4.00,18.00
67808,11961,26,4.00,9.00
67809,11961,27,5.00,9.00
67810,11961,28,9.00,18.00
67811,11961,26,6.00,18.00
67812,11962,1,0.00,0.00
67813,11962,2,13.00,19.00
67814,11962,3,0.00,0.00
67815,11962,4,0.00,0.00
67816,11962,5,23.00,30.00
67817,11962,6,0.00,0.00
67818,11963,1,0.00,0.00
67819,11963,2,18.00,21.00
67820,11963,3,0.00,0.00
67821,11963,4,0.00,0.00
67822,11963,5,19.00,29.00
67823,11963,6,0.00,0.00
67824,11964,7,0.00,0.00
67825,11964,8,0.00,0.00
67826,11964,9,0.00,0.00
67827,11964,10,0.00,0.00
67828,11964,11,0.00,0.00
67829,11965,7,5.00,12.00
67830,11965,8,8.00,18.00
67831,11965,9,5.00,12.00
67832,11965,10,3.00,9.00
67833,11965,11,8.00,9.00
67834,11966,12,4.00,6.00
67835,11966,13,11.00,12.00
67836,11966,14,6.00,8.00
67837,11966,15,10.00,14.00
67838,11966,16,0.00,0.00
67839,11967,12,15.00,18.00
67840,11967,13,0.00,0.00
67841,11967,14,6.00,6.00
67842,11967,15,12.00,16.00
67843,11967,16,0.00,0.00
67844,11968,17,0.00,0.00
67845,11968,18,0.00,0.00
67846,11968,19,6.00,12.00
67847,11968,20,0.00,0.00
67848,11968,21,0.00,0.00
67849,11968,22,8.00,12.00
67850,11968,23,0.00,0.00
67851,11968,24,10.00,18.00
67852,11968,25,0.00,0.00
67853,11969,17,0.00,0.00
67854,11969,18,0.00,0.00
67855,11969,19,0.00,0.00
67856,11969,20,13.00,24.00
67857,11969,21,0.00,0.00
67858,11969,22,0.00,0.00
67859,11969,23,0.00,0.00
67860,11969,24,0.00,0.00
67861,11969,25,0.00,0.00
67862,11970,26,5.00,9.00
67863,11970,27,8.00,9.00
67864,11970,28,10.00,18.00
67865,11970,26,12.00,18.00
67866,11971,26,6.00,9.00
67867,11971,27,4.00,6.00
67868,11971,28,9.00,12.00
67869,11971,26,16.00,26.00
67870,11972,1,0.00,0.00
67871,11972,2,17.00,21.00
67872,11972,3,0.00,0.00
67873,11972,4,0.00,0.00
67874,11972,5,27.00,29.00
67875,11972,6,0.00,0.00
67876,11973,1,0.00,0.00
67877,11973,2,17.00,19.00
67878,11973,3,0.00,0.00
67879,11973,4,0.00,0.00
67880,11973,5,29.00,30.00
67881,11973,6,0.00,0.00
67882,11974,7,12.00,12.00
67883,11974,8,18.00,18.00
67884,11974,9,12.00,12.00
67885,11974,10,8.00,9.00
67886,11974,11,9.00,9.00
67887,11975,7,0.00,0.00
67888,11975,8,0.00,0.00
67889,11975,9,0.00,0.00
67890,11975,10,0.00,0.00
67891,11975,11,0.00,0.00
67892,11976,12,5.00,6.00
67893,11976,13,12.00,12.00
67894,11976,14,8.00,8.00
67895,11976,15,12.00,14.00
67896,11976,16,0.00,0.00
67897,11977,12,18.00,18.00
67898,11977,13,0.00,0.00
67899,11977,14,6.00,6.00
67900,11977,15,14.00,16.00
67901,11977,16,0.00,0.00
67902,11978,17,0.00,0.00
67903,11978,18,0.00,0.00
67904,11978,19,0.00,0.00
67905,11978,20,22.00,24.00
67906,11978,21,0.00,0.00
67907,11978,22,0.00,0.00
67908,11978,23,0.00,0.00
67909,11978,24,0.00,0.00
67910,11978,25,0.00,0.00
67911,11979,17,0.00,0.00
67912,11979,18,0.00,0.00
67913,11979,19,9.00,12.00
67914,11979,20,0.00,0.00
67915,11979,21,0.00,0.00
67916,11979,22,11.00,12.00
67917,11979,23,0.00,0.00
67918,11979,24,17.00,18.00
67919,11979,25,0.00,0.00
67920,11980,26,7.00,9.00
67921,11980,27,5.00,6.00
67922,11980,28,10.00,12.00
67923,11980,26,20.00,26.00
67924,11981,26,9.00,9.00
67925,11981,27,9.00,9.00
67926,11981,28,15.00,18.00
67927,11981,26,18.00,18.00
67928,11982,1,0.00,0.00
67929,11982,2,18.00,21.00
67930,11982,3,0.00,0.00
67931,11982,4,0.00,0.00
67932,11982,5,27.00,29.00
67933,11982,6,0.00,0.00
67934,11983,1,0.00,0.00
67935,11983,2,16.00,19.00
67936,11983,3,0.00,0.00
67937,11983,4,0.00,0.00
67938,11983,5,29.00,30.00
67939,11983,6,0.00,0.00
67940,11984,7,9.00,12.00
67941,11984,8,16.00,18.00
67942,11984,9,11.00,12.00
67943,11984,10,7.00,9.00
67944,11984,11,8.00,9.00
67945,11985,7,0.00,0.00
67946,11985,8,0.00,0.00
67947,11985,9,0.00,0.00
67948,11985,10,0.00,0.00
67949,11985,11,0.00,0.00
67950,11986,12,5.00,6.00
67951,11986,13,10.00,12.00
67952,11986,14,8.00,8.00
67953,11986,15,8.00,14.00
67954,11986,16,0.00,0.00
67955,11987,12,16.00,18.00
67956,11987,13,0.00,0.00
67957,11987,14,6.00,6.00
67958,11987,15,14.00,16.00
67959,11987,16,0.00,0.00
67960,11988,17,0.00,0.00
67961,11988,18,0.00,0.00
67962,11988,19,0.00,0.00
67963,11988,20,21.00,24.00
67964,11988,21,0.00,0.00
67965,11988,22,0.00,0.00
67966,11988,23,0.00,0.00
67967,11988,24,0.00,0.00
67968,11988,25,0.00,0.00
67969,11989,17,0.00,0.00
67970,11989,18,0.00,0.00
67971,11989,19,7.00,12.00
67972,11989,20,0.00,0.00
67973,11989,21,0.00,0.00
67974,11989,22,12.00,12.00
67975,11989,23,0.00,0.00
67976,11989,24,12.00,18.00
67977,11989,25,0.00,0.00
67978,11990,26,7.00,9.00
67979,11990,27,6.00,6.00
67980,11990,28,9.00,12.00
67981,11990,26,17.00,26.00
67982,11991,26,9.00,9.00
67983,11991,27,6.00,9.00
67984,11991,28,14.00,18.00
67985,11991,26,14.00,18.00
67986,11992,1,0.00,0.00
67987,11992,2,12.00,21.00
67988,11992,3,0.00,0.00
67989,11992,4,0.00,0.00
67990,11992,5,20.00,29.00
67991,11992,6,0.00,0.00
67992,11993,7,5.00,12.00
67993,11993,8,10.00,18.00
67994,11993,9,9.00,12.00
67995,11993,10,6.00,9.00
67996,11993,11,6.00,9.00
67997,11994,12,9.00,18.00
67998,11994,13,0.00,0.00
67999,11994,14,2.00,6.00
68000,11994,15,8.00,16.00
68001,11994,16,0.00,0.00
68002,11995,17,0.00,0.00
68003,11995,18,0.00,0.00
68004,11995,19,0.00,0.00
68005,11995,20,14.00,24.00
68006,11995,21,0.00,0.00
68007,11995,22,0.00,0.00
68008,11995,23,0.00,0.00
68009,11995,24,0.00,0.00
68010,11995,25,0.00,0.00
68011,11996,26,4.00,9.00
68012,11996,27,5.00,9.00
68013,11996,28,10.00,18.00
68014,11996,26,12.00,18.00
68015,11997,1,0.00,0.00
68016,11997,2,12.00,19.00
68017,11997,3,0.00,0.00
68018,11997,4,0.00,0.00
68019,11997,5,20.00,30.00
68020,11997,6,0.00,0.00
68021,11998,1,0.00,0.00
68022,11998,2,13.00,21.00
68023,11998,3,0.00,0.00
68024,11998,4,0.00,0.00
68025,11998,5,20.00,29.00
68026,11998,6,0.00,0.00
68027,11999,7,0.00,0.00
68028,11999,8,0.00,0.00
68029,11999,9,0.00,0.00
68030,11999,10,0.00,0.00
68031,11999,11,0.00,0.00
68032,12000,7,4.00,12.00
68033,12000,8,8.00,18.00
68034,12000,9,7.00,12.00
68035,12000,10,6.00,9.00
68036,12000,11,5.00,9.00
68037,12001,12,2.00,6.00
68038,12001,13,5.00,12.00
68039,12001,14,4.00,8.00
68040,12001,15,9.00,14.00
68041,12001,16,0.00,0.00
68042,12002,12,12.00,18.00
68043,12002,13,0.00,0.00
68044,12002,14,4.00,6.00
68045,12002,15,14.00,16.00
68046,12002,16,0.00,0.00
68047,12003,17,0.00,0.00
68048,12003,18,0.00,0.00
68049,12003,19,0.00,0.00
68050,12003,20,13.00,24.00
68051,12003,21,0.00,0.00
68052,12003,22,0.00,0.00
68053,12003,23,0.00,0.00
68054,12003,24,0.00,0.00
68055,12003,25,0.00,0.00
68056,12004,17,0.00,0.00
68057,12004,18,0.00,0.00
68058,12004,19,9.00,12.00
68059,12004,20,0.00,0.00
68060,12004,21,0.00,0.00
68061,12004,22,8.00,12.00
68062,12004,23,0.00,0.00
68063,12004,24,6.00,18.00
68064,12004,25,0.00,0.00
68065,12005,26,1.00,9.00
68066,12005,27,3.00,6.00
68067,12005,28,6.00,12.00
68068,12005,26,11.00,26.00
68069,12006,26,5.00,9.00
68070,12006,27,3.00,9.00
68071,12006,28,7.00,18.00
68072,12006,26,8.00,18.00
68073,12007,1,0.00,0.00
68074,12007,2,14.00,19.00
68075,12007,3,0.00,0.00
68076,12007,4,0.00,0.00
68077,12007,5,13.00,30.00
68078,12007,6,0.00,0.00
68079,12008,1,0.00,0.00
68080,12008,2,14.00,21.00
68081,12008,3,0.00,0.00
68082,12008,4,0.00,0.00
68083,12008,5,19.00,29.00
68084,12008,6,0.00,0.00
68085,12009,7,5.00,12.00
68086,12009,8,8.00,18.00
68087,12009,9,7.00,12.00
68088,12009,10,5.00,9.00
68089,12009,11,6.00,9.00
68090,12010,7,0.00,0.00
68091,12010,8,0.00,0.00
68092,12010,9,0.00,0.00
68093,12010,10,0.00,0.00
68094,12010,11,0.00,0.00
68095,12011,12,3.00,6.00
68096,12011,13,6.00,12.00
68097,12011,14,7.00,8.00
68098,12011,15,5.00,14.00
68099,12011,16,0.00,0.00
68100,12012,12,13.00,18.00
68101,12012,13,0.00,0.00
68102,12012,14,2.00,6.00
68103,12012,15,8.00,16.00
68104,12012,16,0.00,0.00
68105,12013,17,0.00,0.00
68106,12013,18,0.00,0.00
68107,12013,19,0.00,0.00
68108,12013,20,9.00,24.00
68109,12013,21,0.00,0.00
68110,12013,22,0.00,0.00
68111,12013,23,0.00,0.00
68112,12013,24,0.00,0.00
68113,12013,25,0.00,0.00
68114,12014,17,0.00,0.00
68115,12014,18,0.00,0.00
68116,12014,19,5.00,12.00
68117,12014,20,0.00,0.00
68118,12014,21,0.00,0.00
68119,12014,22,10.00,12.00
68120,12014,23,0.00,0.00
68121,12014,24,9.00,18.00
68122,12014,25,0.00,0.00
68123,12015,26,6.00,9.00
68124,12015,27,3.00,9.00
68125,12015,28,12.00,18.00
68126,12015,26,5.00,18.00
68127,12016,26,5.00,9.00
68128,12016,27,5.00,6.00
68129,12016,28,10.00,12.00
68130,12016,26,12.00,26.00
68131,12017,1,0.00,0.00
68132,12017,2,13.00,21.00
68133,12017,3,0.00,0.00
68134,12017,4,0.00,0.00
68135,12017,5,18.00,29.00
68136,12017,6,0.00,0.00
68137,12018,1,0.00,0.00
68138,12018,2,15.00,19.00
68139,12018,3,0.00,0.00
68140,12018,4,0.00,0.00
68141,12018,5,23.00,30.00
68142,12018,6,0.00,0.00
68143,12019,7,0.00,0.00
68144,12019,8,0.00,0.00
68145,12019,9,0.00,0.00
68146,12019,10,0.00,0.00
68147,12019,11,0.00,0.00
68148,12020,7,4.00,12.00
68149,12020,8,12.00,18.00
68150,12020,9,8.00,12.00
68151,12020,10,5.00,9.00
68152,12020,11,6.00,9.00
68153,12021,12,5.00,6.00
68154,12021,13,7.00,12.00
68155,12021,14,6.00,8.00
68156,12021,15,11.00,14.00
68157,12021,16,0.00,0.00
68158,12022,12,13.00,18.00
68159,12022,13,0.00,0.00
68160,12022,14,5.00,6.00
68161,12022,15,15.00,16.00
68162,12022,16,0.00,0.00
68163,12023,17,0.00,0.00
68164,12023,18,0.00,0.00
68165,12023,19,9.00,12.00
68166,12023,20,0.00,0.00
68167,12023,21,0.00,0.00
68168,12023,22,9.00,12.00
68169,12023,23,0.00,0.00
68170,12023,24,9.00,18.00
68171,12023,25,0.00,0.00
68172,12024,17,0.00,0.00
68173,12024,18,0.00,0.00
68174,12024,19,0.00,0.00
68175,12024,20,14.00,24.00
68176,12024,21,0.00,0.00
68177,12024,22,0.00,0.00
68178,12024,23,0.00,0.00
68179,12024,24,0.00,0.00
68180,12024,25,0.00,0.00
68181,12025,26,6.00,9.00
68182,12025,27,6.00,9.00
68183,12025,28,7.00,18.00
68184,12025,26,14.00,18.00
68185,12026,26,3.00,9.00
68186,12026,27,6.00,6.00
68187,12026,28,8.00,12.00
68188,12026,26,11.00,26.00
68189,12027,1,0.00,0.00
68190,12027,2,17.00,21.00
68191,12027,3,0.00,0.00
68192,12027,4,0.00,0.00
68193,12027,5,28.00,29.00
68194,12027,6,0.00,0.00
68195,12028,1,0.00,0.00
68196,12028,2,17.00,19.00
68197,12028,3,0.00,0.00
68198,12028,4,0.00,0.00
68199,12028,5,28.00,30.00
68200,12028,6,0.00,0.00
68201,12029,7,10.00,12.00
68202,12029,8,15.00,18.00
68203,12029,9,7.00,12.00
68204,12029,10,6.00,9.00
68205,12029,11,7.00,9.00
68206,12030,7,0.00,0.00
68207,12030,8,0.00,0.00
68208,12030,9,0.00,0.00
68209,12030,10,0.00,0.00
68210,12030,11,0.00,0.00
68211,12031,12,4.00,6.00
68212,12031,13,10.00,12.00
68213,12031,14,7.00,8.00
68214,12031,15,12.00,14.00
68215,12031,16,0.00,0.00
68216,12032,12,17.00,18.00
68217,12032,13,0.00,0.00
68218,12032,14,6.00,6.00
68219,12032,15,13.00,16.00
68220,12032,16,0.00,0.00
68221,12033,17,0.00,0.00
68222,12033,18,0.00,0.00
68223,12033,19,0.00,0.00
68224,12033,20,16.00,24.00
68225,12033,21,0.00,0.00
68226,12033,22,0.00,0.00
68227,12033,23,0.00,0.00
68228,12033,24,0.00,0.00
68229,12033,25,0.00,0.00
68230,12034,17,0.00,0.00
68231,12034,18,0.00,0.00
68232,12034,19,8.00,12.00
68233,12034,20,0.00,0.00
68234,12034,21,0.00,0.00
68235,12034,22,11.00,12.00
68236,12034,23,0.00,0.00
68237,12034,24,11.00,18.00
68238,12034,25,0.00,0.00
68239,12035,26,5.00,9.00
68240,12035,27,6.00,9.00
68241,12035,28,10.00,18.00
68242,12035,26,8.00,18.00
68243,12036,26,5.00,9.00
68244,12036,27,5.00,6.00
68245,12036,28,7.00,12.00
68246,12036,26,16.00,26.00
68247,12037,1,0.00,0.00
68248,12037,2,13.00,21.00
68249,12037,3,0.00,0.00
68250,12037,4,0.00,0.00
68251,12037,5,15.00,29.00
68252,12037,6,0.00,0.00
68253,12038,1,0.00,0.00
68254,12038,2,14.00,19.00
68255,12038,3,0.00,0.00
68256,12038,4,0.00,0.00
68257,12038,5,19.00,30.00
68258,12038,6,0.00,0.00
68259,12039,7,4.00,12.00
68260,12039,8,10.00,18.00
68261,12039,9,5.00,12.00
68262,12039,10,6.00,9.00
68263,12039,11,5.00,9.00
68264,12040,7,0.00,0.00
68265,12040,8,0.00,0.00
68266,12040,9,0.00,0.00
68267,12040,10,0.00,0.00
68268,12040,11,0.00,0.00
68269,12041,12,13.00,18.00
68270,12041,13,0.00,0.00
68271,12041,14,5.00,6.00
68272,12041,15,8.00,16.00
68273,12041,16,0.00,0.00
68274,12042,12,3.00,6.00
68275,12042,13,9.00,12.00
68276,12042,14,5.00,8.00
68277,12042,15,12.00,14.00
68278,12042,16,0.00,0.00
68279,12043,17,0.00,0.00
68280,12043,18,0.00,0.00
68281,12043,19,0.00,0.00
68282,12043,20,8.00,24.00
68283,12043,21,0.00,0.00
68284,12043,22,0.00,0.00
68285,12043,23,0.00,0.00
68286,12043,24,0.00,0.00
68287,12043,25,0.00,0.00
68288,12044,17,0.00,0.00
68289,12044,18,0.00,0.00
68290,12044,19,8.00,12.00
68291,12044,20,0.00,0.00
68292,12044,21,0.00,0.00
68293,12044,22,7.00,12.00
68294,12044,23,0.00,0.00
68295,12044,24,8.00,18.00
68296,12044,25,0.00,0.00
68297,12045,26,5.00,9.00
68298,12045,27,4.00,6.00
68299,12045,28,8.00,12.00
68300,12045,26,14.00,26.00
68301,12046,26,7.00,9.00
68302,12046,27,5.00,9.00
68303,12046,28,9.00,18.00
68304,12046,26,10.00,18.00
68305,12047,1,0.00,0.00
68306,12047,2,16.00,19.00
68307,12047,3,0.00,0.00
68308,12047,4,0.00,0.00
68309,12047,5,23.00,30.00
68310,12047,6,0.00,0.00
68311,12048,1,0.00,0.00
68312,12048,2,18.00,21.00
68313,12048,3,0.00,0.00
68314,12048,4,0.00,0.00
68315,12048,5,27.00,29.00
68316,12048,6,0.00,0.00
68317,12049,7,0.00,0.00
68318,12049,8,0.00,0.00
68319,12049,9,0.00,0.00
68320,12049,10,0.00,0.00
68321,12049,11,0.00,0.00
68322,12050,7,7.00,12.00
68323,12050,8,11.00,18.00
68324,12050,9,11.00,12.00
68325,12050,10,8.00,9.00
68326,12050,11,6.00,9.00
68327,12051,12,16.00,18.00
68328,12051,13,0.00,0.00
68329,12051,14,6.00,6.00
68330,12051,15,16.00,16.00
68331,12051,16,0.00,0.00
68332,12052,12,6.00,6.00
68333,12052,13,11.00,12.00
68334,12052,14,8.00,8.00
68335,12052,15,13.00,14.00
68336,12052,16,0.00,0.00
68337,12053,17,0.00,0.00
68338,12053,18,0.00,0.00
68339,12053,19,0.00,0.00
68340,12053,20,19.00,24.00
68341,12053,21,0.00,0.00
68342,12053,22,0.00,0.00
68343,12053,23,0.00,0.00
68344,12053,24,0.00,0.00
68345,12053,25,0.00,0.00
68346,12054,17,0.00,0.00
68347,12054,18,0.00,0.00
68348,12054,19,6.00,12.00
68349,12054,20,0.00,0.00
68350,12054,21,0.00,0.00
68351,12054,22,7.00,12.00
68352,12054,23,0.00,0.00
68353,12054,24,11.00,18.00
68354,12054,25,0.00,0.00
68355,12055,26,8.00,9.00
68356,12055,27,6.00,6.00
68357,12055,28,9.00,12.00
68358,12055,26,14.00,26.00
68359,12056,26,7.00,9.00
68360,12056,27,9.00,9.00
68361,12056,28,16.00,18.00
68362,12056,26,13.00,18.00
68363,12057,1,0.00,0.00
68364,12057,2,9.00,19.00
68365,12057,3,0.00,0.00
68366,12057,4,0.00,0.00
68367,12057,5,19.00,30.00
68368,12057,6,0.00,0.00
68369,12058,1,0.00,0.00
68370,12058,2,16.00,21.00
68371,12058,3,0.00,0.00
68372,12058,4,0.00,0.00
68373,12058,5,13.00,29.00
68374,12058,6,0.00,0.00
68375,12059,7,0.00,0.00
68376,12059,8,0.00,0.00
68377,12059,9,0.00,0.00
68378,12059,10,0.00,0.00
68379,12059,11,0.00,0.00
68380,12060,7,3.00,12.00
68381,12060,8,6.00,18.00
68382,12060,9,4.00,12.00
68383,12060,10,3.00,9.00
68384,12060,11,3.00,9.00
68385,12061,12,10.00,18.00
68386,12061,13,0.00,0.00
68387,12061,14,3.00,6.00
68388,12061,15,13.00,16.00
68389,12061,16,0.00,0.00
68390,12062,12,5.00,6.00
68391,12062,13,10.00,12.00
68392,12062,14,6.00,8.00
68393,12062,15,9.00,14.00
68394,12062,16,0.00,0.00
68395,12063,17,0.00,0.00
68396,12063,18,0.00,0.00
68397,12063,19,4.00,12.00
68398,12063,20,0.00,0.00
68399,12063,21,0.00,0.00
68400,12063,22,6.00,12.00
68401,12063,23,0.00,0.00
68402,12063,24,4.00,18.00
68403,12063,25,0.00,0.00
68404,12064,17,0.00,0.00
68405,12064,18,0.00,0.00
68406,12064,19,0.00,0.00
68407,12064,20,8.00,24.00
68408,12064,21,0.00,0.00
68409,12064,22,0.00,0.00
68410,12064,23,0.00,0.00
68411,12064,24,0.00,0.00
68412,12064,25,0.00,0.00
68413,12065,26,5.00,9.00
68414,12065,27,3.00,6.00
68415,12065,28,4.00,12.00
68416,12065,26,2.00,26.00
68417,12066,26,3.00,9.00
68418,12066,27,5.00,9.00
68419,12066,28,7.00,18.00
68420,12066,26,8.00,18.00
68421,12067,1,0.00,0.00
68422,12067,2,17.00,21.00
68423,12067,3,0.00,0.00
68424,12067,4,0.00,0.00
68425,12067,5,24.00,29.00
68426,12067,6,0.00,0.00
68427,12068,1,0.00,0.00
68428,12068,2,16.00,19.00
68429,12068,3,0.00,0.00
68430,12068,4,0.00,0.00
68431,12068,5,26.00,30.00
68432,12068,6,0.00,0.00
68433,12069,7,6.00,12.00
68434,12069,8,17.00,18.00
68435,12069,9,9.00,12.00
68436,12069,10,6.00,9.00
68437,12069,11,7.00,9.00
68438,12070,7,0.00,0.00
68439,12070,8,0.00,0.00
68440,12070,9,0.00,0.00
68441,12070,10,0.00,0.00
68442,12070,11,0.00,0.00
68443,12071,12,4.00,6.00
68444,12071,13,11.00,12.00
68445,12071,14,4.00,8.00
68446,12071,15,10.00,14.00
68447,12071,16,0.00,0.00
68448,12072,12,14.00,18.00
68449,12072,13,0.00,0.00
68450,12072,14,4.00,6.00
68451,12072,15,11.00,16.00
68452,12072,16,0.00,0.00
68453,12073,17,0.00,0.00
68454,12073,18,0.00,0.00
68455,12073,19,8.00,12.00
68456,12073,20,0.00,0.00
68457,12073,21,0.00,0.00
68458,12073,22,10.00,12.00
68459,12073,23,0.00,0.00
68460,12073,24,14.00,18.00
68461,12073,25,0.00,0.00
68462,12074,17,0.00,0.00
68463,12074,18,0.00,0.00
68464,12074,19,0.00,0.00
68465,12074,20,19.00,24.00
68466,12074,21,0.00,0.00
68467,12074,22,0.00,0.00
68468,12074,23,0.00,0.00
68469,12074,24,0.00,0.00
68470,12074,25,0.00,0.00
68471,12075,26,7.00,9.00
68472,12075,27,7.00,9.00
68473,12075,28,14.00,18.00
68474,12075,26,13.00,18.00
68475,12076,26,6.00,9.00
68476,12076,27,3.00,6.00
68477,12076,28,7.00,12.00
68478,12076,26,10.00,26.00
68479,12077,1,0.00,0.00
68480,12077,2,20.00,21.00
68481,12077,3,0.00,0.00
68482,12077,4,0.00,0.00
68483,12077,5,23.00,29.00
68484,12077,6,0.00,0.00
68485,12078,1,0.00,0.00
68486,12078,2,19.00,19.00
68487,12078,3,0.00,0.00
68488,12078,4,0.00,0.00
68489,12078,5,29.00,30.00
68490,12078,6,0.00,0.00
68491,12079,7,10.00,12.00
68492,12079,8,17.00,18.00
68493,12079,9,12.00,12.00
68494,12079,10,8.00,9.00
68495,12079,11,8.00,9.00
68496,12080,7,0.00,0.00
68497,12080,8,0.00,0.00
68498,12080,9,0.00,0.00
68499,12080,10,0.00,0.00
68500,12080,11,0.00,0.00
68501,12081,12,6.00,6.00
68502,12081,13,11.00,12.00
68503,12081,14,7.00,8.00
68504,12081,15,13.00,14.00
68505,12081,16,0.00,0.00
68506,12082,12,16.00,18.00
68507,12082,13,0.00,0.00
68508,12082,14,6.00,6.00
68509,12082,15,13.00,16.00
68510,12082,16,0.00,0.00
68511,12083,17,0.00,0.00
68512,12083,18,0.00,0.00
68513,12083,19,0.00,0.00
68514,12083,20,22.00,24.00
68515,12083,21,0.00,0.00
68516,12083,22,0.00,0.00
68517,12083,23,0.00,0.00
68518,12083,24,0.00,0.00
68519,12083,25,0.00,0.00
68520,12084,17,0.00,0.00
68521,12084,18,0.00,0.00
68522,12084,19,8.00,12.00
68523,12084,20,0.00,0.00
68524,12084,21,0.00,0.00
68525,12084,22,11.00,12.00
68526,12084,23,0.00,0.00
68527,12084,24,17.00,18.00
68528,12084,25,0.00,0.00
68529,12085,26,8.00,9.00
68530,12085,27,6.00,6.00
68531,12085,28,11.00,12.00
68532,12085,26,19.00,26.00
68533,12086,26,8.00,9.00
68534,12086,27,9.00,9.00
68535,12086,28,16.00,18.00
68536,12086,26,17.00,18.00
68537,12087,1,0.00,0.00
68538,12087,2,19.00,21.00
68539,12087,3,0.00,0.00
68540,12087,4,0.00,0.00
68541,12087,5,24.00,29.00
68542,12087,6,0.00,0.00
68543,12088,1,0.00,0.00
68544,12088,2,19.00,19.00
68545,12088,3,0.00,0.00
68546,12088,4,0.00,0.00
68547,12088,5,26.00,30.00
68548,12088,6,0.00,0.00
68549,12089,7,7.00,12.00
68550,12089,8,15.00,18.00
68551,12089,9,12.00,12.00
68552,12089,10,8.00,9.00
68553,12089,11,8.00,9.00
68554,12090,7,0.00,0.00
68555,12090,8,0.00,0.00
68556,12090,9,0.00,0.00
68557,12090,10,0.00,0.00
68558,12090,11,0.00,0.00
68559,12091,12,17.00,18.00
68560,12091,13,0.00,0.00
68561,12091,14,6.00,6.00
68562,12091,15,15.00,16.00
68563,12091,16,0.00,0.00
68564,12092,12,6.00,6.00
68565,12092,13,12.00,12.00
68566,12092,14,5.00,8.00
68567,12092,15,11.00,14.00
68568,12092,16,0.00,0.00
68569,12093,17,0.00,0.00
68570,12093,18,0.00,0.00
68571,12093,19,11.00,12.00
68572,12093,20,0.00,0.00
68573,12093,21,0.00,0.00
68574,12093,22,11.00,12.00
68575,12093,23,0.00,0.00
68576,12093,24,15.00,18.00
68577,12093,25,0.00,0.00
68578,12094,17,0.00,0.00
68579,12094,18,0.00,0.00
68580,12094,19,0.00,0.00
68581,12094,20,20.00,24.00
68582,12094,21,0.00,0.00
68583,12094,22,0.00,0.00
68584,12094,23,0.00,0.00
68585,12094,24,0.00,0.00
68586,12094,25,0.00,0.00
68587,12095,26,8.00,9.00
68588,12095,27,9.00,9.00
68589,12095,28,15.00,18.00
68590,12095,26,12.00,18.00
68591,12096,26,8.00,9.00
68592,12096,27,6.00,6.00
68593,12096,28,10.00,12.00
68594,12096,26,17.00,26.00
68595,12097,1,0.00,0.00
68596,12097,2,14.00,21.00
68597,12097,3,0.00,0.00
68598,12097,4,0.00,0.00
68599,12097,5,16.00,29.00
68600,12097,6,0.00,0.00
68601,12098,1,0.00,0.00
68602,12098,2,17.00,19.00
68603,12098,3,0.00,0.00
68604,12098,4,0.00,0.00
68605,12098,5,22.00,30.00
68606,12098,6,0.00,0.00
68607,12099,7,8.00,12.00
68608,12099,8,7.00,18.00
68609,12099,9,7.00,12.00
68610,12099,10,5.00,9.00
68611,12099,11,5.00,9.00
68612,12100,7,0.00,0.00
68613,12100,8,0.00,0.00
68614,12100,9,0.00,0.00
68615,12100,10,0.00,0.00
68616,12100,11,0.00,0.00
68617,12101,12,14.00,18.00
68618,12101,13,0.00,0.00
68619,12101,14,5.00,6.00
68620,12101,15,13.00,16.00
68621,12101,16,0.00,0.00
68622,12102,12,6.00,6.00
68623,12102,13,10.00,12.00
68624,12102,14,8.00,8.00
68625,12102,15,9.00,14.00
68626,12102,16,0.00,0.00
68627,12103,17,0.00,0.00
68628,12103,18,0.00,0.00
68629,12103,19,0.00,0.00
68630,12103,20,16.00,24.00
68631,12103,21,0.00,0.00
68632,12103,22,0.00,0.00
68633,12103,23,0.00,0.00
68634,12103,24,0.00,0.00
68635,12103,25,0.00,0.00
68636,12104,17,0.00,0.00
68637,12104,18,0.00,0.00
68638,12104,19,8.00,12.00
68639,12104,20,0.00,0.00
68640,12104,21,0.00,0.00
68641,12104,22,8.00,12.00
68642,12104,23,0.00,0.00
68643,12104,24,11.00,18.00
68644,12104,25,0.00,0.00
68645,12105,26,4.00,9.00
68646,12105,27,5.00,6.00
68647,12105,28,7.00,12.00
68648,12105,26,13.00,26.00
68649,12106,26,6.00,9.00
68650,12106,27,4.00,9.00
68651,12106,28,10.00,18.00
68652,12106,26,13.00,18.00
68653,12107,1,0.00,0.00
68654,12107,2,16.00,19.00
68655,12107,3,0.00,0.00
